date, pm25, pm10, o3, no2, so2, co
2023/9/26, , 55, 13, , 7, 3
2023/9/27, , 40, 24, , 2, 1
2023/9/28, , 28, 19, , 3, 2
2023/9/29, , 35, 22, , 5, 3
2023/9/30, , 49, 17, , 8, 4
2023/4/1, , 59, 37, , 4, 4
2023/4/2, , 20, 30, , 7, 6
2023/4/3, , 27, 27, , 11, 2
2023/4/4, , 35, 38, , 11, 3
2023/4/5, , 45, 39, , 4, 4
2023/4/6, , 33, 33, , 8, 6
2023/4/7, , 48, 30, , 14, 6
2023/4/8, , 84, 29, , 18, 4
2023/4/9, , 106, 36, , 6, 16
2023/4/10, , 62, 19, , 31, 24
2023/4/11, , 81, 30, , 14, 6
2023/4/12, , 70, 34, , 11, 
2023/4/13, , 51, 27, , 19, 4
2023/4/14, , 55, 40, , 5, 5
2023/4/15, , 56, 32, , 10, 4
2023/4/16, , 66, 37, , 5, 2
2023/4/17, , 36, 32, , 10, 3
2023/4/18, , 86, 39, , 7, 3
2023/4/19, , 117, 34, , 12, 4
2023/4/20, , 64, 34, , 13, 3
2023/4/21, , 66, 31, , 12, 
2023/4/22, , 53, 32, , 7, 
2023/4/23, , 51, 37, , 6, 6
2023/4/24, , 56, 35, , 9, 4
2023/4/25, , 80, 34, , 29, 4
2023/4/26, , 145, 32, , 9, 2
2023/4/27, , 77, 31, , 19, 3
2023/4/28, , 51, 37, , 8, 3
2023/4/29, , 49, 36, , 6, 2
2023/4/30, , 64, 24, , 17, 4
2023/5/1, , 104, 36, , 6, 2
2023/5/2, , 135, 40, , 5, 3
2023/5/3, , 56, 29, , 9, 3
2023/5/4, , 44, 30, , 8, 11
2023/5/5, , 46, 39, , 4, 18
2023/5/6, , 53, 34, , 9, 4
2023/5/7, , 62, 37, , 7, 2
2023/5/8, , 76, 43, , 5, 1
2023/5/9, , 100, 45, , 9, 2
2023/5/10, , 34, 35, , 5, 2
2023/5/11, , 64, 32, , 11, 3
2023/5/12, , 38, 36, , 9, 2
2023/5/13, , 92, 38, , 11, 1
2023/5/14, , 71, 36, , 2, 
2023/5/15, , 62, 28, , 3, 3
2023/5/16, , 20, 32, , 6, 5
2023/5/17, , 42, 33, , 7, 4
2023/5/18, , 89, 29, , 2, 2
2023/5/19, , 54, 26, , 3, 2
2023/5/20, , 21, 25, , 13, 2
2023/5/21, , 30, 28, , 6, 3
2023/5/22, , 46, 33, , 6, 2
2023/5/23, , 76, 37, , 3, 3
2023/5/24, , 40, 34, , 3, 6
2023/5/25, , 43, 29, , 14, 5
2023/5/26, , 56, 37, , 5, 2
2023/5/27, , 37, 30, , 11, 2
2023/5/28, , 34, 41, , 3, 2
2023/5/29, , 41, 44, , 3, 1
2023/5/30, , 42, 49, , 4, 1
2023/5/31, , 23, 34, , 4, 1
2023/6/1, , 13, 31, , 3, 4
2023/6/2, , 40, 34, , 4, 3
2023/6/3, , 49, 39, , 1, 1
2023/6/4, , 23, 42, , 1, 4
2023/6/5, , 36, 41, , 5, 3
2023/6/6, , 54, 44, , 2, 3
2023/6/7, , 38, 43, , 4, 3
2023/6/8, , 74, 45, , 2, 2
2023/6/9, , 53, 46, , 3, 1
2023/6/10, , 60, 41, , 4, 1
2023/6/11, , 53, 40, , 3, 3
2023/6/12, , 56, 36, , 9, 3
2023/6/13, , 77, 30, , 6, 3
2023/6/14, , 40, 20, , 3, 3
2023/6/15, , 44, 34, , 4, 2
2023/6/16, , 24, 46, , 3, 4
2023/6/17, , 80, 37, , 3, 2
2023/6/18, , 25, 35, , 4, 5
2023/6/19, , 33, 37, , 4, 2
2023/6/20, , 53, 36, , 9, 2
2023/6/21, , 92, 45, , 4, 1
2023/6/22, , 123, 39, , 5, 
2023/6/23, , 86, 33, , 3, 2
2023/6/24, , 46, 50, , 4, 5
2023/6/25, , 50, 44, , 3, 3
2023/6/26, , 35, 33, , 1, 4
2023/6/27, , 29, 33, , 2, 4
2023/6/28, , 34, 39, , 5, 3
2023/6/29, , 67, 35, , 3, 2
2023/6/30, , 69, 37, , 2, 1
2023/1/2, , 57, 24, 13, 73, 11
2023/1/3, , 66, 24, 6, 38, 12
2023/1/4, , 58, 17, 3, 36, 7
2023/1/5, , 59, 7, , 69, 26
2023/1/6, , 116, 13, , 53, 13
2023/1/7, , 81, 19, , 23, 26
2023/1/8, , 42, 24, , 17, 23
2023/1/9, , 46, 15, , 34, 10
2023/1/10, , 58, 19, , 33, 8
2023/1/11, , 59, 30, , 12, 8
2023/1/12, , 33, 30, , 12, 24
2023/1/13, , 34, 16, , 28, 17
2023/1/14, , 69, 12, , 57, 17
2023/1/15, , 102, 12, , 47, 14
2023/1/16, , 96, 8, , 43, 17
2023/1/17, , 94, 18, , 51, 25
2023/1/18, , 94, 31, , 16, 10
2023/1/19, , 34, 13, , 30, 17
2023/1/20, , 68, 9, , 42, 14
2023/1/21, , 86, , , , 
2023/1/23, , 28, 17, , 31, 9
2023/1/24, , 49, 17, , 47, 14
2023/1/25, , 87, 17, , 58, 26
2023/1/26, , 109, 14, , 59, 21
2023/1/27, , 108, 17, , 52, 18
2023/1/28, , 89, 13, , 46, 15
2023/1/29, , 91, 17, , 30, 25
2023/1/30, , 76, 26, , 32, 19
2023/1/31, , 73, 19, , 22, 13
2023/2/1, , 66, 18, , 23, 8
2023/2/2, , 60, 16, , 32, 13
2023/2/3, , 89, 14, , 42, 12
2023/2/4, , 53, 15, , 44, 15
2023/2/5, , 2, 22, , 26, 10
2023/2/6, , 2, 18, , 22, 11
2023/2/7, , 7, 17, , 35, 10
2023/2/8, , 79, 25, , 37, 10
2023/2/9, , 56, 25, , 32, 6
2023/2/10, , 59, 21, , 37, 11
2023/2/11, , 94, 24, , 23, 19
2023/2/12, , 75, 19, , 28, 24
2023/2/13, , 89, 29, , 19, 5
2023/2/14, , 66, 23, , 21, 13
2023/2/15, , 63, 26, , 21, 16
2023/2/16, , 69, 24, , 23, 23
2023/2/17, , 78, 26, , 28, 7
2023/2/18, , 86, 31, , 26, 
2023/2/19, , 59, 26, , 22, 
2023/2/20, , 60, 28, , 16, 
2023/2/21, , 41, 24, , 22, 
2023/2/22, , 53, 27, , 17, 
2023/2/23, , 53, 32, , 22, 
2023/2/24, , 39, 32, , 11, 
2023/2/25, , 31, 30, , 16, 
2023/2/26, , 38, 34, , 18, 
2023/2/27, , 42, 28, , 37, 4
2023/2/28, , 63, 26, , 15, 5
2023/3/1, , 67, 21, , 13, 8
2023/3/2, , 66, 17, , 13, 9
2023/3/3, , 67, 24, , 11, 6
2023/3/4, , 59, 30, , 16, 9
2023/3/5, , 99, 23, , 16, 9
2023/3/6, , 83, 33, , 19, 6
2023/3/7, , 72, 27, , 21, 5
2023/3/8, , 74, 17, , 27, 11
2023/3/9, , 126, 38, , 5, 2
2023/3/10, , 41, 38, , 7, 5
2023/3/11, , 39, 24, , 21, 10
2023/3/12, , 70, 32, , 18, 12
2023/3/13, , 105, 39, , 4, 4
2023/3/14, , 15, 29, , 13, 6
2023/3/15, , 70, 30, , 8, 3
2023/3/16, , 51, 29, , 12, 2
2023/3/17, , 66, 27, , 15, 2
2023/3/18, , 80, 27, , 16, 4
2023/3/19, , 64, 27, , 9, 5
2023/3/20, , 71, 35, , 9, 6
2023/3/21, , 100, 37, , 6, 18
2023/3/22, , 28, 30, , 11, 6
2023/3/23, , 44, 23, , 12, 6
2023/3/24, , 57, 27, , 11, 1
2023/3/25, , 67, 34, , 14, 4
2023/3/26, , 63, 26, , 13, 5
2023/3/27, , 72, 26, , 16, 4
2023/3/28, , 69, 27, , 12, 6
2023/3/29, , 76, 32, , 9, 5
2023/3/30, , 69, 37, , 10, 5
2023/3/31, , 141, 30, , 4, 3
2022/10/1, , 42, 30, , 3, 4
2022/10/2, , 25, 24, , 7, 10
2022/10/3, , 43, 25, , 11, 3
2022/10/4, , 54, 32, , 8, 4
2022/10/5, , 66, 25, , 13, 6
2022/10/6, , 87, 31, , 7, 4
2022/10/7, , 80, 39, , 4, 6
2022/10/8, , 35, 31, , 7, 10
2022/10/9, , 57, 32, , 8, 6
2022/10/10, , 101, 34, , 13, 5
2022/10/11, , 111, 28, , 22, 9
2022/10/12, , 82, 27, , 9, 17
2022/10/13, , 110, 32, , 7, 5
2022/10/14, , 80, 24, , 7, 4
2022/10/15, , 49, 26, , 13, 11
2022/10/16, , 78, 19, , 14, 12
2022/10/17, , 94, 19, , 17, 16
2022/10/18, , 104, 2, , 37, 5
2022/10/21, , 55, , , 12, 4
2022/10/22, , 79, , , 11, 7
2022/10/23, , 93, 12, , 11, 8
2022/10/24, , 100, 25, , 6, 2
2022/10/25, , 52, 25, , 5, 7
2022/10/26, , 81, 21, , 7, 6
2022/10/27, , 70, 15, , 9, 4
2022/10/28, , 94, 23, , 7, 4
2022/10/29, , 77, 25, , 3, 5
2022/10/30, , 27, 17, , 5, 5
2022/10/31, , 27, 22, , 12, 7
2022/11/1, , 46, 14, , 12, 8
2022/11/2, , 60, 16, , 20, 16
2022/11/3, , 81, 9, , 26, 21
2022/11/4, , 78, 14, , 20, 6
2022/11/5, , 78, 14, , 20, 10
2022/11/6, , 88, 13, 20, 22, 5
2022/11/7, , 81, 13, 22, 19, 6
2022/11/8, , 78, 13, 12, 17, 10
2022/11/9, , 75, 14, 9, 9, 5
2022/11/10, , 57, 25, 11, 6, 3
2022/11/11, , 29, 15, 9, 11, 8
2022/11/12, , 57, 13, 11, 12, 10
2022/11/13, , 67, 12, 29, 22, 14
2022/11/14, , 89, 8, 20, 26, 16
2022/11/15, , 101, 13, 35, 25, 12
2022/11/16, , 91, 9, 32, 26, 21
2022/11/17, , 125, 21, 8, 13, 7
2022/11/18, , 63, 23, 9, 5, 4
2022/11/19, , 18, 13, 12, 17, 12
2022/11/20, , 50, 18, 7, 27, 13
2022/11/21, , 65, 21, 25, 24, 11
2022/11/22, , 63, 26, 3, 17, 8
2022/11/23, , 43, 23, 5, 16, 6
2022/11/24, , 47, 29, 5, 8, 5
2022/11/25, , 22, 31, 4, 10, 9
2022/11/26, , 40, 21, 11, 13, 5
2022/11/27, , 59, 26, 6, 8, 22
2022/11/28, , 22, 35, 3, 6, 21
2022/11/29, , 44, 37, 16, 17, 7
2022/11/30, , 22, 18, 17, 32, 20
2022/12/1, , 73, 22, 34, 40, 20
2022/12/2, , 80, 19, 24, 35, 16
2022/12/3, , 82, 15, 19, 40, 20
2022/12/4, , 101, 8, 27, 37, 14
2022/12/5, , 74, 16, 37, 41, 18
2022/12/6, , 42, 9, 45, 68, 27
2022/12/8, , 89, 15, 33, 44, 19
2022/12/9, , 36, 7, 28, 69, 26
2022/12/10, , 115, 32, 3, 34, 6
2022/12/11, , 53, 29, 4, 15, 21
2022/12/12, , 31, 27, 6, 19, 21
2022/12/13, , 29, 25, 12, 37, 7
2022/12/14, , 64, 25, 13, 17, 13
2022/12/15, , 48, 35, 11, 15, 10
2022/12/16, , 29, 29, 20, 18, 9
2022/12/17, , 37, 15, 35, 52, 20
2022/12/18, , 113, 14, 25, 32, 28
2022/12/19, , 93, 19, 14, 20, 34
2022/12/20, , 60, 6, 49, 44, 42
2022/12/21, , 102, 11, 9, 48, 20
2022/12/22, , 92, 15, 20, 31, 11
2022/12/23, , 63, 23, 19, 23, 27
2022/12/24, , 63, 23, 4, 5, 3
2022/12/25, , 30, 27, 3, 11, 8
2022/12/26, , 18, 29, 22, 21, 12
2022/12/27, , 45, 5, 32, 44, 25
2022/12/28, , 109, 13, 12, 48, 14
2022/12/29, , 102, 8, 14, 39, 14
2022/12/30, , 80, 15, 11, 39, 13
2022/12/31, , 83, 12, 14, 47, 23
2023/1/1, , 112, 24, 3, 29, 8
2022/7/1, , 34, , , 3, 2
2022/7/2, , 34, , , 2, 5
2022/7/3, , 36, , , 3, 5
2022/7/4, , 34, , , 4, 3
2022/7/5, , 39, , , 11, 4
2022/7/6, , 40, , , 11, 2
2022/7/7, , 85, , , 11, 3
2022/7/8, , 23, , , 3, 2
2022/7/9, , 33, , , 13, 4
2022/7/10, , 27, , , 5, 2
2022/7/11, , 28, , , 1, 1
2022/7/12, , 11, , , 7, 2
2022/7/13, , 29, , , 3, 2
2022/7/14, , 24, , , 3, 3
2022/7/15, , 21, , , 3, 2
2022/7/16, , 22, , , 8, 2
2022/7/17, , 30, , , 1, 2
2022/7/18, , 24, , , 1, 1
2022/7/19, , 41, , , 2, 2
2022/7/20, , 32, , , 3, 5
2022/7/21, , 41, , , 4, 4
2022/7/22, , 26, , , 3, 2
2022/7/23, , 24, , , 6, 4
2022/7/24, , 32, , , 6, 4
2022/7/25, , 34, , , 4, 3
2022/7/26, , 20, , , 3, 1
2022/8/10, , 51, , , 3, 2
2022/8/11, , 46, , , 5, 3
2022/8/12, , 51, , , 5, 2
2022/8/13, , 44, , , 4, 3
2022/8/14, , 21, , , 2, 3
2022/8/15, , 42, , , 2, 4
2022/8/16, , 46, , , 2, 4
2022/8/17, , 40, , , 2, 3
2022/8/18, , 32, , , 3, 2
2022/8/19, , 24, , , 4, 3
2022/8/20, , 40, , , 4, 3
2022/8/21, , 22, , , 4, 3
2022/8/22, , 32, , , 1, 3
2022/8/23, , 40, , , 2, 2
2022/8/24, , 22, , , 3, 2
2022/8/25, , 37, , , 2, 4
2022/8/26, , 51, , , 2, 2
2022/8/27, , 39, , , 3, 5
2022/8/28, , 33, , , 2, 4
2022/8/29, , 34, , , 7, 3
2022/8/30, , 42, , , 7, 2
2022/8/31, , 47, , , 3, 2
2022/9/1, , 50, , , 7, 2
2022/9/2, , 46, , , 4, 3
2022/9/3, , 48, , , 2, 9
2022/9/4, , 51, , , 5, 9
2022/9/5, , 43, , , 14, 6
2022/9/6, , 67, , , 7, 4
2022/9/7, , 62, 51, , 2, 3
2022/9/8, , 75, 62, , 2, 3
2022/9/9, , 72, 44, , 10, 5
2022/9/10, , 82, 43, , 15, 2
2022/9/11, , 98, 79, , 3, 3
2022/9/12, , 110, 65, , 6, 3
2022/9/13, , 116, 61, , 8, 4
2022/9/14, , 125, 29, , 19, 3
2022/9/15, , 134, 19, , 5, 3
2022/9/16, , 91, 35, , 3, 
2022/9/17, , 20, 46, , 3, 
2022/9/18, , 40, 25, , 17, 
2022/9/19, , 51, 33, , 6, 
2022/9/20, , 69, 41, , 4, 
2022/9/21, , 72, 37, , 6, 
2022/9/22, , 33, 28, , 6, 
2022/9/23, , 67, 35, , 5, 
2022/9/24, , 73, 35, , 11, 
2022/9/25, , 68, 34, , 6, 4
2022/9/26, , 86, 32, , 12, 6
2022/9/27, , 109, 41, , 12, 4
2022/9/28, , 98, 29, , 5, 4
2022/9/29, , 53, 33, , 7, 4
2022/9/30, , 40, 32, , 5, 5
2022/4/1, , 38, , , 48, 
2022/4/2, , 45, , , 12, 
2022/4/3, , 44, , , 7, 
2022/4/4, , 55, , , 4, 
2022/4/5, , 20, , , 6, 
2022/4/6, , 47, , , 10, 4
2022/4/7, , 57, , , 12, 6
2022/4/8, , 48, , , 15, 4
2022/4/9, , 126, , , 5, 5
2022/4/10, , 33, , , 9, 3
2022/4/11, , 45, , , 11, 5
2022/4/12, , 40, , , 8, 5
2022/4/13, , 37, , , 4, 4
2022/4/14, , 19, , , 9, 5
2022/4/15, , 32, , , 10, 11
2022/4/16, , 53, , , 6, 9
2022/4/17, , 45, , , 13, 7
2022/4/18, , 49, , , 23, 2
2022/4/19, , 60, , , 8, 3
2022/4/20, , 61, , , 10, 3
2022/4/21, , 36, , , 9, 3
2022/4/22, , 132, , , 10, 2
2022/4/23, , 56, , , 14, 3
2022/4/24, , 54, , , 5, 2
2022/4/25, , 77, , , 9, 3
2022/4/26, , 46, , , 18, 3
2022/4/27, , 45, , , 6, 3
2022/4/28, , 65, , , 7, 4
2022/4/29, , 45, , , 16, 4
2022/4/30, , 50, , , 16, 5
2022/5/1, , 54, , , 17, 3
2022/5/2, , 65, , , 18, 2
2022/5/3, , 75, , , 8, 3
2022/5/4, , 52, , , 4, 3
2022/5/5, , 69, , , 10, 5
2022/5/6, , 57, , , 5, 2
2022/5/7, , 103, , , 5, 2
2022/5/8, , 27, , , 5, 4
2022/5/9, , 81, , , 3, 3
2022/5/10, , 68, , , 6, 3
2022/5/11, , 73, , , 6, 3
2022/5/12, , 209, , , 9, 3
2022/5/13, , 109, , , 8, 5
2022/5/14, , 50, , , 9, 4
2022/5/15, , 46, , , 4, 4
2022/5/16, , 78, , , 21, 6
2022/5/17, , 64, , , 27, 5
2022/5/18, , 52, , , 14, 6
2022/5/19, , 51, , , 7, 4
2022/5/20, , 50, , , 10, 2
2022/5/21, , 50, , , 3, 1
2022/5/22, , 31, , , 6, 2
2022/5/23, , 83, , , 3, 1
2022/5/24, , 32, , , 6, 4
2022/5/25, , 39, , , 7, 4
2022/5/26, , 36, , , 3, 
2022/5/27, , 86, , , 4, 
2022/5/28, , 23, , , 4, 
2022/5/29, , 40, , , 9, 
2022/5/30, , 47, , , 21, 
2022/5/31, , 54, , , 11, 
2022/6/1, , 42, , , 16, 
2022/6/2, , 70, , , 9, 
2022/6/3, , 51, , , 4, 
2022/6/4, , 17, , , 7, 
2022/6/5, , 32, , , 4, 
2022/6/6, , 41, , , 6, 
2022/6/7, , 29, , , 9, 
2022/6/8, , 22, , , 3, 
2022/6/9, , 17, , , 2, 
2022/6/10, , 20, , , 3, 
2022/6/11, , 11, , , 3, 
2022/6/12, , 22, , , 4, 
2022/6/13, , 39, , , 6, 
2022/6/14, , 39, , , 10, 
2022/6/15, , 33, , , 9, 
2022/6/16, , 39, , , 5, 
2022/6/17, , 37, , , 4, 
2022/6/18, , 54, , , 4, 
2022/6/19, , 50, , , 6, 
2022/6/20, , 28, , , 5, 2
2022/6/21, , 38, , , 6, 4
2022/6/22, , 55, , , 9, 3
2022/6/23, , 49, , , 15, 3
2022/6/24, , 55, , , 1, 3
2022/6/25, , 69, , , 2, 3
2022/6/26, , 18, , , , 
2022/6/30, , 40, , , 9, 3
2022/1/3, , 53, , , 17, 
2022/1/4, , 45, , , 9, 
2022/1/5, , 45, , , 5, 
2022/1/6, , 63, , , 8, 
2022/1/7, , 56, , , 10, 
2022/1/8, , 51, , , 10, 
2022/1/9, , 46, , , 9, 
2022/1/10, , 50, , , 7, 
2022/1/11, , 42, , , 10, 
2022/1/12, , 31, , , 9, 
2022/1/13, , 37, , , 8, 
2022/1/14, , 43, , , 17, 
2022/1/15, , 47, , , 13, 
2022/1/16, , 53, , , 21, 
2022/1/17, , 64, , , 28, 
2022/1/18, , 79, , , 7, 
2022/1/19, , 33, , , 4, 
2022/1/20, , 19, , , 9, 
2022/1/21, , 52, , , 5, 
2022/1/22, , 29, , , 3, 
2022/1/23, , 18, , , 5, 
2022/1/24, , 45, , , 9, 
2022/1/25, , 38, , , 13, 
2022/1/26, , 52, , , 9, 
2022/1/27, , 44, , , 5, 
2022/1/28, , 32, , , 6, 
2022/1/29, , 33, , , 6, 
2022/1/30, , 39, , , 5, 
2022/1/31, , 44, , , 9, 
2022/2/1, , 50, , , 15, 
2022/2/2, , 46, , , 10, 
2022/2/3, , 42, , , 9, 
2022/2/4, , 36, , , 14, 
2022/2/5, , 44, , , 8, 
2022/2/6, , 40, , , 11, 
2022/2/7, , 49, , , 9, 
2022/2/8, , 43, , , 5, 
2022/2/9, , 36, , , 3, 
2022/2/10, , 30, , , 4, 
2022/2/11, , 28, , , 5, 
2022/2/12, , 37, , , 6, 
2022/2/13, , 32, , , 7, 
2022/2/14, , 32, , , 8, 
2022/2/15, , 37, , , 5, 
2022/2/16, , 34, , , 5, 
2022/2/17, , 29, , , 8, 
2022/2/18, , 40, , , 7, 
2022/2/19, , 44, , , 17, 
2022/2/20, , 48, , , 6, 
2022/2/21, , 28, , , 9, 
2022/2/22, , 45, , , 6, 
2022/2/23, , 33, , , 7, 
2022/2/24, , 36, , , 13, 
2022/2/25, , 33, , , 4, 
2022/2/26, , 31, , , 5, 
2022/2/27, , 35, , , 2, 
2022/2/28, , 29, , , , 
2022/3/13, , 22, , , 4, 
2022/3/14, , 26, , , 4, 
2022/3/15, , 24, , , 3, 
2022/3/16, , 36, , , 3, 
2022/3/17, , 41, , , 4, 
2022/3/18, , 38, , , 2, 
2022/3/19, , 47, , , 3, 
2022/3/20, , 32, , , 3, 
2022/3/21, , 31, , , 5, 
2022/3/22, , 26, , , 5, 
2022/3/23, , 29, , , 8, 
2022/3/24, , 44, , , 9, 
2022/3/25, , 50, , , 7, 
2022/3/26, , 51, , , 7, 
2022/3/27, , 41, , , 5, 
2022/3/28, , 34, , , 8, 
2022/3/29, , 38, , , 5, 
2022/3/30, , 40, , , 18, 
2022/3/31, , 51, , , 35, 
2021/10/1, , 28, , , 4, 
2021/10/2, , 25, , , 1, 
2021/10/3, , 14, , , 6, 
2021/10/4, , 33, , , 1, 
2021/10/5, , 28, , , 3, 
2021/10/6, , 24, , , , 
2021/10/7, , 26, , , , 
2021/10/8, , 22, , , , 
2021/10/10, , 18, , , 4, 
2021/10/11, , 20, , , 1, 
2021/10/12, , 26, , , 3, 
2021/10/13, , 40, , , 6, 
2021/10/14, , 28, , , 2, 
2021/10/15, , 16, , , 2, 
2021/10/16, , 35, , , 7, 
2021/10/17, , 32, , , 3, 
2021/10/18, , 30, , , 2, 
2021/10/19, , 34, , , 2, 
2021/10/20, , 38, , , 2, 
2021/10/21, , 35, , , 1, 
2021/10/22, , 38, , , 3, 
2021/10/23, , 37, , , 3, 
2021/10/24, , 42, , , 4, 
2021/10/25, , 45, , , 4, 
2021/10/26, , 40, , , 3, 
2021/10/27, , 45, , , 4, 
2021/10/28, , 40, , , 2, 
2021/10/29, , 39, , , 3, 
2021/10/30, , 33, , , 1, 
2021/10/31, , 33, , , 2, 
2021/11/1, , 30, , , 1, 
2021/11/2, , 26, , , 4, 
2021/11/3, , 45, , , 2, 
2021/11/4, , 34, , , 1, 
2021/11/5, , 25, , , 3, 
2021/11/6, , 29, , , 6, 
2021/11/7, , 35, , , 7, 
2021/11/8, , 47, , , 6, 
2021/11/9, , 36, , , 5, 
2021/11/10, , 59, , , 5, 
2021/11/11, , 59, , , 5, 
2021/11/12, , 48, , , 6, 
2021/11/13, , 53, , , 5, 
2021/11/14, , 45, , , 5, 
2021/11/15, , 42, , , 5, 
2021/11/16, , 37, , , 3, 
2021/11/17, , 20, , , 6, 
2021/11/18, , 37, , , 2, 
2021/11/19, , 28, , , , 
2021/11/20, , 28, , , 1, 
2021/11/21, , 38, , , 3, 
2021/11/22, , 39, , , 9, 
2021/11/23, , 38, , , 13, 
2021/11/24, , 63, , , 9, 
2021/11/25, , 61, , , 7, 
2021/11/26, , 38, , , 5, 
2021/11/27, , 28, , , 1, 
2021/11/28, , 41, , , 8, 
2021/11/29, , 54, , , 9, 
2021/11/30, , 54, , , 10, 
2021/12/1, , 44, , , 12, 
2021/12/2, , 49, , , 13, 
2021/12/3, , 68, , , 12, 
2021/12/4, , 52, , , 17, 
2021/12/5, , 76, , , 10, 
2021/12/6, , 53, , , 6, 
2021/12/7, , 33, , , 11, 
2021/12/8, , 37, , , 9, 
2021/12/9, , 53, , , 6, 
2021/12/10, , 37, , , 2, 
2021/12/11, , 21, , , 13, 
2021/12/12, , 53, , , 13, 
2021/12/13, , 55, , , 12, 
2021/12/14, , 57, , , 7, 
2021/12/15, , 37, , , 7, 
2021/12/16, , 33, , , 15, 
2021/12/17, , 44, , , 23, 
2021/12/18, , 61, , , 25, 
2021/12/19, , 62, , , 6, 
2021/12/20, , 31, , , 5, 
2021/12/21, , 40, , , 9, 
2021/12/22, , 54, , , 4, 
2021/12/23, , 42, , , 9, 
2021/12/24, , 48, , , 14, 
2021/12/25, , 56, , , 22, 
2021/12/26, , 72, , , 20, 
2021/12/27, , 77, , , 24, 
2021/12/28, , 47, , , 21, 
2021/12/29, , 37, , , 22, 
2021/12/30, , 91, , , 15, 
2021/12/31, , 44, , , , 
2021/7/1, , 18, , 5, 1, 
2021/7/2, , 24, , 7, 2, 
2021/7/3, , 45, , 5, 2, 
2021/7/4, , 44, , 7, 2, 
2021/7/5, , 53, , 7, 2, 
2021/7/6, , 55, , 7, 6, 
2021/7/7, , 59, , 7, 3, 
2021/7/8, , 66, , 5, 2, 
2021/7/9, , 60, , 8, 3, 
2021/7/10, , 59, , 5, 2, 
2021/7/11, , 43, , 3, 1, 
2021/7/12, , 61, , 3, 1, 
2021/7/13, , 52, , , 2, 
2021/7/14, , 20, , , 3, 
2021/7/15, , 40, , , , 
2021/7/16, , 64, , , 1, 
2021/7/17, , 31, , , 2, 
2021/7/18, , 66, , 9, 1, 
2021/7/19, , 60, , 7, 2, 
2021/7/20, , 65, , 7, 1, 
2021/7/21, , 67, , 5, 1, 
2021/7/22, , 25, , 8, 2, 
2021/7/23, , 41, , 6, 6, 
2021/7/24, , 34, , 5, 5, 
2021/7/25, , 29, , 5, , 
2021/7/26, , 28, , 7, 2, 
2021/7/27, , 33, , 6, 2, 
2021/7/28, , 41, , 6, 1, 
2021/7/29, , 32, , 4, 1, 
2021/7/30, , 22, , 4, 2, 
2021/7/31, , 24, , 5, 4, 
2021/8/1, , 40, , 6, 2, 
2021/8/2, , 26, , 9, 2, 
2021/8/3, , 24, , 5, 9, 
2021/8/4, , 51, , 8, 6, 
2021/8/5, , 67, , 7, 1, 
2021/8/6, , 26, , 6, 3, 
2021/8/7, , 27, , 4, 3, 
2021/8/8, , 35, , 7, 9, 
2021/8/9, , 66, , 11, 11, 
2021/8/10, , 88, , 9, 6, 
2021/8/11, , 66, , 6, 3, 
2021/8/12, , 53, , 8, 1, 
2021/8/13, , 24, , 6, , 
2021/8/14, , 19, , 5, 1, 
2021/8/15, , 15, , 5, 1, 
2021/8/16, , 22, , 6, , 
2021/8/17, , 30, , 5, , 
2021/8/18, , 21, , , 1, 
2021/8/19, , 15, , , 2, 
2021/8/20, , 25, , , , 
2021/8/21, , 22, , , 1, 
2021/8/22, , 9, , , , 
2021/8/23, , 17, , , 1, 
2021/8/24, , 14, , , 1, 
2021/8/25, , 18, , , 1, 
2021/8/26, , 22, , , , 
2021/8/27, , 18, , , , 
2021/8/28, , 27, , , 1, 
2021/8/29, , 23, , , , 
2021/8/30, , 32, , , 1, 
2021/8/31, , 31, , , 2, 
2021/9/1, , 29, , , 1, 
2021/9/2, , 20, , , , 
2021/9/3, , 26, , , , 
2021/9/4, , 12, , , , 
2021/9/5, , 16, , , 1, 
2021/9/6, , 17, , , , 
2021/9/7, , 22, , , 1, 
2021/9/8, , 20, , , 4, 
2021/9/9, , 33, , , 2, 
2021/9/10, , 29, , , , 
2021/9/11, , 26, , , , 
2021/9/12, , 18, , , , 
2021/9/13, , 20, , , , 
2021/9/14, , 24, , , 1, 
2021/9/15, , 26, , , 1, 
2021/9/16, , 30, , , , 
2021/9/17, , 29, , , 3, 
2021/9/18, , 34, , , , 
2021/9/19, , 22, , , 1, 
2021/9/20, , 24, , , , 
2021/9/21, , 16, , , , 
2021/9/22, , 29, , , 1, 
2021/9/23, , 26, , , , 
2021/9/24, , 28, , , , 
2021/9/25, , 32, , , 4, 
2021/9/26, , 29, , , , 
2021/9/27, , 20, , , 1, 
2021/9/28, , 16, , , 2, 
2021/9/29, , 23, , , 4, 
2021/9/30, , 28, , , 4, 
2021/4/1, , 50, 7, 8, 11, 
2021/4/2, , 41, 9, 5, 3, 
2021/4/3, , 91, 7, 8, 11, 
2021/4/4, , 66, 8, 6, 5, 
2021/4/5, , 60, 8, 8, 6, 
2021/4/6, , 60, 8, 10, 8, 
2021/4/7, , 59, 8, 8, 4, 
2021/4/8, , 76, 10, 9, 3, 
2021/4/9, , 76, 12, 7, 7, 
2021/4/10, , 52, 12, 3, 3, 
2021/4/11, , 62, 10, 6, 7, 
2021/4/12, , 39, 11, 7, 5, 
