date, pm25, pm10, o3, no2, so2, co
2022/6/14, 62, 72, 22, , 2, 3
2022/6/15, 56, 90, 19, , 2, 3
2022/6/16, 78, 95, 19, , 1, 4
2022/6/17, 82, 341, 30, , 7, 1
2022/6/18, 66, 95, 10, , 1, 3
2022/6/19, 47, 110, 31, , , 4
2022/6/20, 42, 183, 19, , 1, 4
2022/6/21, 47, 245, 35, , 1, 3
2022/6/22, 66, 150, 27, , 4, 2
2022/6/23, 58, 133, 29, , 1, 3
2022/6/24, 93, 142, 21, , 1, 4
2022/6/25, 61, 46, 8, , 1, 3
2022/6/26, 77, , , , , 
2022/6/27, 49, , , , , 
2022/6/28, 93, , , , , 
2022/6/29, 111, 77, 29, , , 3
2022/6/30, 52, 105, 20, , 1, 4
2022/1/3, 258, 179, 5, , 78, 43
2022/1/4, 322, 196, 5, , 77, 40
2022/1/5, 329, 256, 3, , 97, 44
2022/1/6, 361, 229, 3, , 99, 42
2022/1/7, 329, 201, 3, , 75, 38
2022/1/8, 263, 171, 9, , 67, 37
2022/1/9, 229, 148, 7, , 71, 35
2022/1/10, 224, 238, 5, , 90, 35
2022/1/11, 184, 113, 13, , 46, 26
2022/1/12, 184, 143, 5, , 62, 36
2022/1/13, 237, 174, 17, , 60, 27
2022/1/14, 160, 131, 14, , 52, 24
2022/1/15, 188, 164, 9, , 70, 41
2022/1/16, 232, 179, 4, , 83, 41
2022/1/17, 260, 261, 2, , 106, 44
2022/1/18, 342, 127, 23, , 46, 23
2022/1/19, 160, 103, 20, , 37, 21
2022/1/20, 115, 191, 4, , 69, 40
2022/1/21, 249, 136, 26, , 59, 35
2022/1/22, 194, 56, 32, , 24, 5
2022/1/23, 70, 97, 16, , 34, 21
2022/1/24, 149, 129, 12, , 66, 34
2022/1/25, 189, 127, 10, , 53, 34
2022/1/26, 191, 151, 7, , 68, 36
2022/1/27, 244, 145, 12, , 63, 32
2022/1/28, 227, 141, 6, , 64, 32
2022/1/29, 207, 150, 19, , 61, 33
2022/1/30, 135, 138, 11, , 47, 19
2022/1/31, 163, 150, 10, , 60, 34
2022/2/1, 199, 135, 19, , 48, 30
2022/2/2, 178, 144, 24, , 56, 34
2022/2/3, 191, 173, 19, , 72, 32
2022/2/4, 223, 121, 21, , 45, 22
2022/2/5, 160, 134, 17, , 50, 27
2022/2/6, 186, 154, 9, , 61, 31
2022/2/7, 211, 181, 11, , 68, 40
2022/2/8, 230, 118, 18, , 41, 22
2022/2/9, 167, 113, 12, , 34, 27
2022/2/10, 109, 88, , , 21, 14
2022/2/11, 106, 120, 19, , 35, 17
2022/2/12, 153, 122, 19, , 40, 18
2022/2/13, 155, 107, 28, , 38, 15
2022/2/14, 129, 124, 16, , 45, 18
2022/2/15, 172, 123, 23, , 48, 22
2022/2/16, 136, 110, 27, , 23, 15
2022/2/17, 112, 122, 26, , 32, 15
2022/2/18, 147, 125, 23, , 36, 17
2022/2/19, 155, 94, 30, , 26, 12
2022/2/20, 111, 99, 25, , 32, 18
2022/2/21, 129, 129, 19, , 38, 19
2022/2/22, 169, 132, 18, , 39, 22
2022/2/23, 172, 142, 17, , 39, 22
2022/2/24, 179, 111, 28, , 28, 13
2022/2/25, 129, 122, 22, , 33, 18
2022/2/26, 146, 111, 22, , 33, 17
2022/2/27, 125, 89, 33, , 15, 10
2022/2/28, 101, , , , , 
2022/3/1, 137, , , , , 
2022/3/2, 138, , , , , 
2022/3/3, 126, , , , , 
2022/3/4, 69, , , , , 
2022/3/5, 118, , , , , 
2022/3/6, 120, , , , , 
2022/3/7, 137, , , , , 
2022/3/8, 97, , , , , 
2022/3/9, 128, , , , , 
2022/3/10, 124, , , , , 
2022/3/11, 82, , , , , 
2022/3/12, 58, 61, 19, , 15, 5
2022/3/13, 73, 75, 24, , 14, 13
2022/3/14, 108, 76, 29, , 6, 2
2022/3/15, 50, 89, 27, , 30, 7
2022/3/16, 79, 86, 25, , 26, 11
2022/3/17, 84, 81, 30, , 10, 7
2022/3/18, 66, 64, 30, , 11, 6
2022/3/19, 81, 83, 28, , 15, 7
2022/3/20, 91, 93, 23, , 22, 9
2022/3/21, 98, 107, 27, , 26, 11
2022/3/22, 116, 101, 24, , 21, 9
2022/3/23, 99, 81, 35, , 11, 4
2022/3/24, 53, 115, 30, , 11, 9
2022/3/25, 107, 72, 33, , 15, 8
2022/3/26, 73, 87, 27, , 20, 8
2022/3/27, 97, 98, 24, , 15, 9
2022/3/28, 91, 82, 29, , 18, 7
2022/3/29, 77, 62, 30, , 14, 6
2022/3/30, 65, 79, 24, , 15, 8
2022/3/31, 90, 107, 27, , 19, 9
2021/10/1, 178, 56, 15, , 1, 
2021/10/2, 90, 41, 11, , , 
2021/10/3, 97, 68, 8, , 2, 
2021/10/4, 210, 56, 11, , 1, 
2021/10/5, 90, 60, 11, , 3, 
2021/10/6, 110, 69, 7, , 3, 
2021/10/7, 143, 51, 4, , 1, 
2021/10/8, 156, , , , , 
2021/10/9, 125, 70, 7, , 3, 
2021/10/10, 186, 68, 7, , 4, 
2021/10/11, 191, 83, 10, , 4, 
2021/10/12, 171, 76, 9, , 2, 
2021/10/13, 205, 77, 9, , 1, 
2021/10/14, 173, 54, 12, , 2, 
2021/10/15, 103, 59, 7, , 5, 
2021/10/16, 192, 74, 6, , 5, 
2021/10/17, 218, 78, 9, , 5, 
2021/10/18, 280, 73, 5, , 6, 
2021/10/19, 250, 85, 7, , 5, 
2021/10/20, 284, 77, 5, , 8, 
2021/10/21, 248, 76, 7, , 5, 
2021/10/22, 250, 80, 4, , 9, 
2021/10/23, 261, 80, 5, , 7, 
2021/10/24, 265, 77, 8, , 4, 
2021/10/25, 285, 77, 6, , 5, 
2021/10/26, 11, 73, 6, , 5, 
2021/10/29, 14, 73, 5, , 5, 
2021/10/30, 12, 73, 7, , 3, 
2021/10/31, 12, 72, 8, , 4, 
2021/11/1, 13, 70, 7, , 5, 
2021/11/2, 48, 101, 2, , 9, 
2021/11/3, 162, 97, 9, , 9, 
2021/11/4, 124, 60, 11, , 3, 
2021/11/5, 45, 65, 7, , 8, 
2021/11/6, 85, 77, 5, , 9, 
2021/11/7, 131, 79, 5, , 10, 
2021/11/8, 127, 98, 6, , 15, 
2021/11/9, 149, 83, 6, , 8, 
2021/11/10, 145, 83, 4, , 10, 
2021/11/11, 143, 86, 4, , 9, 
2021/11/12, 175, 82, 4, , 9, 
2021/11/13, 131, 91, 6, , 12, 
2021/11/14, 150, 88, 4, , 12, 
2021/11/15, 158, 89, 2, , 14, 
2021/11/16, 145, 81, 11, , 10, 
2021/11/17, 57, 80, 4, , 10, 
2021/11/18, 119, 68, 9, , 5, 
2021/11/19, 58, 58, 5, , 6, 
2021/11/20, 116, 40, 11, , 5, 
2021/11/21, 64, 72, 4, , 15, 
2021/11/22, 188, 83, 3, , 22, 
2021/11/23, 222, 106, 2, , 25, 
2021/11/24, 255, 96, 2, , 24, 
2021/11/25, 237, 91, 2, , 25, 
2021/11/26, 210, 75, 5, , 19, 
2021/11/27, 183, 38, 8, , 5, 
2021/11/28, 67, 70, 5, , 12, 
2021/11/29, 154, 76, 5, , 16, 
2021/11/30, 185, 89, 2, , 20, 
2021/12/1, 204, 77, 7, , 18, 
2021/12/2, 145, 89, 2, , 21, 
2021/12/3, 203, 104, 1, , 29, 
2021/12/4, 263, 100, 3, , 22, 
2021/12/5, 204, 95, 1, , 22, 
2021/12/6, 232, 107, 1, , 28, 
2021/12/7, 272, 119, 1, , 30, 
2021/12/8, 243, 149, 1, , 35, 
2021/12/9, 259, 75, 4, , 19, 
2021/12/10, 165, 64, 6, , 12, 
2021/12/11, 117, 91, 4, , 26, 
2021/12/12, 210, 124, 1, , 39, 
2021/12/13, 261, 149, 1, , 37, 
2021/12/14, 301, 80, 7, , 19, 
2021/12/15, 132, 81, 4, , 18, 
2021/12/16, 137, 93, 1, , 28, 
2021/12/17, 201, 102, 1, , 29, 
2021/12/18, 233, 72, 7, , 19, 
2021/12/19, 174, 63, 11, , 12, 
2021/12/20, 106, 95, 1, , 22, 
2021/12/21, 223, 89, 2, , 24, 
2021/12/22, 192, 76, 4, , 13, 
2021/12/23, 151, 93, 2, , 24, 
2021/12/24, 196, 107, 1, , 35, 
2021/12/25, 257, 149, , , 47, 
2021/12/26, 345, 139, , , 48, 
2021/12/27, 375, 448, 1, , 47, 
2021/12/28, 315, 80, 4, , 20, 
2021/12/29, 174, 106, 1, , 35, 
2021/12/30, 240, 101, 5, , 33, 
2021/12/31, 257, 70, 7, , 18, 
2022/1/1, 131, 85, 2, , 29, 
2022/1/2, 225, 146, 5, , 70, 34
2021/7/1, 78, 48, 4, , , 
2021/7/2, 71, 40, 9, , , 
2021/7/3, 88, 56, 8, , , 
2021/7/4, 112, 61, 8, , , 
2021/7/5, 137, 69, 15, , , 
2021/7/6, 117, 80, 11, , 1, 
2021/7/7, 133, 103, 18, , 4, 
2021/7/8, 148, 89, 6, , 3, 
2021/7/9, 93, 55, 13, , 4, 
2021/7/10, 90, 57, 12, , 2, 
2021/7/11, 189, 49, 6, , , 
2021/7/12, 117, 34, 11, , , 
2021/7/13, 66, 29, 11, , , 
2021/7/14, 59, 47, 10, , 1, 
2021/7/15, 102, 61, 11, , , 
2021/7/16, 102, 40, 13, , , 
2021/7/17, 132, 66, 13, , 1, 
2021/7/18, 132, 67, 15, , 1, 
2021/7/19, 105, 60, 3, , , 
2021/7/20, 142, 52, 6, , , 
2021/7/21, 144, 29, 14, , , 
2021/7/22, 78, 57, 7, , 1, 
2021/7/23, 136, 60, 9, , 1, 
2021/7/24, 168, 63, 11, , , 
2021/7/25, 126, 77, 12, , , 
2021/7/26, 124, 79, 15, , 1, 
2021/7/27, 119, 83, 15, , , 
2021/7/28, 129, 79, 18, , 1, 
2021/7/29, 118, 65, 14, , , 
2021/7/30, 79, 72, 9, , , 
2021/7/31, 118, 61, 16, , 4, 
2021/8/1, 194, 84, 11, , , 
2021/8/2, 167, 2, 5, , , 
2021/8/3, 118, 60, 9, , , 
2021/8/4, 312, 87, 13, , , 
2021/8/5, 306, 73, 15, , 1, 
2021/8/6, 155, 69, 22, , 1, 
2021/8/7, 113, 73, 8, , , 
2021/8/8, 180, 93, 16, , , 
2021/8/9, 392, 105, 16, , , 
2021/8/10, 502, 85, 17, , 1, 
2021/8/11, 315, 76, 21, , , 
2021/8/12, 209, 47, 16, , 1, 
2021/8/13, 153, 30, 16, , , 
2021/8/14, 82, 28, 14, , 1, 
2021/8/15, 124, 53, 15, , 2, 
2021/8/16, 103, 74, 17, , , 
2021/8/17, 127, 38, 15, , , 
2021/8/18, 82, 48, 12, , , 
2021/8/19, 70, 66, 10, 8, 2, 
2021/8/20, 102, 51, 13, 5, 1, 
2021/8/21, 87, 26, 9, 7, , 
2021/8/22, 90, 26, 6, 4, , 
2021/8/23, 71, 29, 6, 5, , 
2021/8/24, 93, 49, 7, 4, , 
2021/8/25, 94, 68, 6, 4, , 
2021/8/26, 113, 80, 7, 6, , 
2021/8/27, 113, 84, 7, 7, , 
2021/8/28, 146, 62, 13, 5, 4, 
2021/8/29, 122, 79, 13, 6, 2, 
2021/8/30, 114, 70, 16, 7, 2, 
2021/8/31, 119, 67, 12, 7, 1, 
2021/9/1, 115, 66, 11, 7, , 
2021/9/2, 98, 65, 11, 4, 1, 
2021/9/3, 46, 23, 9, 4, , 
2021/9/4, 53, 39, 13, 6, , 
2021/9/5, 111, 48, 13, 6, 1, 
2021/9/6, 89, 57, 10, 6, , 
2021/9/7, 71, 73, 12, 5, , 
2021/9/8, 81, 67, 10, 6, , 
2021/9/9, 114, 66, 9, 8, 2, 
2021/9/10, 116, 60, 6, 6, , 
2021/9/11, 119, 28, 10, 5, 1, 
2021/9/12, 62, 53, 12, 5, , 
2021/9/13, 110, 55, 10, 7, , 
2021/9/14, 98, 36, 12, 7, , 
2021/9/15, 106, 70, 11, 10, 1, 
2021/9/16, 126, 74, 11, 14, , 
2021/9/17, 109, 83, 12, 23, 2, 
2021/9/18, 129, 52, 7, 31, , 
2021/9/19, 128, 37, 10, 47, , 
2021/9/20, 131, 47, 11, 65, , 
2021/9/21, 108, 74, 12, 75, , 
2021/9/22, 111, 73, 9, , , 
2021/9/23, 96, 57, 13, , , 
2021/9/24, 103, 58, 17, , , 
2021/9/25, 111, 31, 10, , , 
2021/9/26, 80, 52, 11, , 1, 
2021/9/27, 100, 47, 14, , 2, 
2021/9/28, 62, 68, 8, , 1, 
2021/9/29, 141, 73, 11, , 1, 
2021/9/30, 142, 72, 10, , 3, 
2021/4/1, 71, 57, 20, 11, 10, 
2021/4/2, 89, 58, 16, 9, 14, 
2021/4/3, 104, 58, 18, 9, 12, 
2021/4/4, 138, 52, 11, 9, 20, 
2021/4/5, 91, 60, 16, 10, 17, 
2021/4/6, 83, 55, 16, 11, 15, 
2021/4/7, 110, 66, 15, 11, 13, 
2021/4/8, 90, 78, 14, 11, 12, 
2021/4/9, 72, 46, 20, 7, 15, 
2021/4/10, 64, 46, 21, 3, 5, 
2021/4/12, 123, 45, 24, 7, 10, 
2021/4/13, 105, 53, 16, 6, 14, 
2021/4/14, 114, 28, 24, 4, 5, 
2021/4/15, 64, 31, 25, 4, 5, 
2021/4/16, 104, 46, 21, 7, 14, 
2021/4/17, 155, 53, 20, 6, 10, 
2021/4/18, 141, 43, 22, 6, 13, 
2021/4/19, 119, 56, 20, 6, 9, 
2021/4/20, 133, 68, 18, 6, 12, 
2021/4/21, 153, 54, 17, 6, 16, 
2021/4/22, 94, 48, 18, 3, 5, 
2021/4/23, 71, 88, 22, 2, 2, 
2021/4/24, 79, 43, 20, 7, 5, 
2021/4/26, 92, 34, 26, 5, 4, 
2021/4/27, 83, 45, 28, 5, 4, 
2021/4/28, 131, 41, 19, 6, 9, 
2021/4/29, 131, 28, 23, 5, 5, 
2021/4/30, 86, 43, 23, 4, 3, 
2021/5/1, 121, 108, 22, 3, 2, 
2021/5/2, 180, 51, 24, 2, 3, 
2021/5/3, 65, 28, 26, 4, 4, 
2021/5/4, 76, 54, 20, 5, 6, 
2021/5/5, 122, 52, 21, 3, 4, 
2021/5/6, 64, 44, 24, 4, 5, 
2021/5/7, 114, 44, 19, 10, 11, 
2021/5/8, 82, 43, 23, 8, 5, 
2021/5/10, 124, , , , , 
2021/5/11, 61, , , , , 
2021/5/12, 131, , , , , 
2021/5/13, 111, , , , , 
2021/5/14, 61, , , , , 
2021/5/15, 102, , , , , 
2021/5/16, 133, , , , , 
2021/5/17, 120, , , , , 
2021/5/18, 82, , , , , 
2021/5/19, 99, , , , , 
2021/5/20, 109, , , , , 
2021/5/21, 130, , , , , 
2021/5/22, 61, 46, 17, 9, 4, 
2021/5/23, 63, 50, 20, 7, 3, 
2021/5/24, 87, 29, 17, 7, 4, 
2021/5/25, 59, 32, 18, 6, 1, 
2021/5/26, 56, 37, 22, 7, 1, 
2021/5/27, 60, 78, 15, 9, 1, 
2021/5/28, 131, 42, 15, 7, 1, 
2021/5/29, 87, 37, 9, 8, , 
2021/5/30, 96, 44, 15, 6, 1, 
2021/5/31, 61, 73, 16, 5, 1, 
2021/6/1, 86, 62, 13, 6, 1, 
2021/6/2, 53, 72, 19, 7, , 
2021/6/3, 95, 73, 16, 9, 1, 
2021/6/4, 131, 63, 17, 7, 3, 
2021/6/5, 101, 83, 18, 4, 1, 
2021/6/6, 110, 22, 8, 4, , 
2021/6/7, 40, 13, 13, 5, , 
2021/6/8, 72, 34, 16, 6, 1, 
2021/6/9, 100, 70, 14, 7, , 
2021/6/10, 108, 72, 14, 7, 1, 
2021/6/11, 118, 73, 16, 7, 1, 
2021/6/12, 113, 35, 18, 6, 1, 
2021/6/13, 79, 40, 14, 6, , 
2021/6/14, 87, 19, 9, 9, 1, 
2021/6/15, 77, 27, 13, 5, , 
2021/6/16, 50, 31, 13, 3, , 
2021/6/17, 73, 71, 16, , 1, 
2021/6/18, 94, 84, 15, , , 
2021/6/19, 120, 72, 14, , 1, 
2021/6/20, 113, 65, 17, , , 
2021/6/21, 73, 25, 15, , , 
2021/6/22, 55, 51, 15, , 1, 
2021/6/23, 105, 93, 13, , , 
2021/6/24, 112, 82, 9, , , 
2021/6/25, 74, 88, 14, , 1, 
2021/6/26, 114, 106, 14, , 1, 
2021/6/27, 119, 79, 16, , , 
2021/6/28, 100, 55, 7, , , 
2021/6/29, 53, 38, 9, , , 
2021/1/4, 34, 69, , 2, 36, 
2021/1/5, 39, 70, , 2, 40, 
2021/1/6, 63, 66, , 3, 45, 
2021/1/7, 94, 52, , 3, 37, 
2021/1/8, 74, 94, , 6, 65, 
2021/1/9, 166, 88, , 5, 61, 
2021/1/10, 201, 97, , 6, 66, 
2021/1/11, 223, 92, , 6, 57, 
2021/1/12, 222, 76, , 5, 53, 
2021/1/13, 161, 107, , 5, 67, 
2021/1/14, 184, 88, , 4, 57, 
2021/1/15, 183, 88, , 4, 60, 
2021/1/16, 184, 85, , 4, 56, 
2021/1/17, 188, 97, , 8, 65, 
2021/1/18, 212, 105, , 9, 74, 
2021/1/19, 252, 311, , 15, 87, 
2021/1/20, 282, 127, , 15, 80, 
2021/1/21, 311, 101, , 11, 69, 
2021/1/22, 247, 102, , 11, 71, 
2021/1/23, 267, 108, , 12, 67, 
2021/1/24, 218, 66, , 5, 36, 
2021/1/25, 50, 80, , 6, 53, 
2021/1/26, 148, 76, , 4, 47, 
2021/1/27, 160, 101, , 6, 65, 
2021/1/28, 236, 93, , 5, 50, 
2021/1/29, 236, 92, , 11, 60, 
2021/1/30, 190, 65, , 6, 32, 
2021/1/31, 113, 63, , 3, 37, 
2021/2/1, 81, 83, , 5, 53, 
2021/2/2, 159, 78, , 5, 47, 
2021/2/3, 137, 92, , 9, 59, 
2021/2/4, 206, 70, , 8, 45, 
2021/2/5, 187, 55, , 5, 29, 
2021/2/6, 92, 83, , 8, 48, 
2021/2/7, 173, 97, 4, 11, 57, 
2021/2/8, 194, 95, 4, 13, 60, 
2021/2/9, 197, 123, 6, 15, 64, 
2021/2/10, 186, 58, 24, 6, 27, 
2021/2/11, 122, 66, 20, 6, 31, 
2021/2/12, 133, 61, 16, 4, 39, 
2021/2/13, 97, 67, 19, 3, 39, 
2021/2/14, 126, 70, 23, 3, 33, 
2021/2/15, 141, 60, 20, 3, 36, 
2021/2/16, 87, 81, 9, 7, 53, 
2021/2/17, 158, 84, 15, 8, 52, 
2021/2/18, 218, 61, 19, 8, 41, 
2021/2/23, 99, 72, 13, 8, 30, 
2021/2/24, 104, 81, 8, 12, 37, 
2021/2/25, 128, 96, 15, 7, 24, 
2021/2/26, 72, 47, 21, 4, 13, 
2021/2/27, 41, 70, 17, 6, 27, 
2021/2/28, 97, 75, 14, 5, 34, 
2021/3/1, 110, 85, 8, 7, 46, 
2021/3/2, 147, 74, 12, 9, 28, 
2021/3/3, 124, 52, 18, 8, 20, 
2021/3/4, 111, 64, 13, 8, 34, 
2021/3/5, 103, 82, 11, 9, 43, 
2021/3/6, 151, 70, 11, 8, 31, 
2021/3/7, 111, 74, 13, 9, 30, 
2021/3/8, 125, 71, 13, 9, 26, 
2021/3/9, 107, 62, 14, 10, 29, 
2021/3/10, 119, 53, 17, 7, 19, 
2021/3/11, 120, 78, 14, 11, 27, 
2021/3/12, 107, 74, 14, 11, 24, 
2021/3/13, 84, 188, 28, 13, 30, 
2021/3/14, 115, 44, 28, 5, 11, 
2021/3/15, 61, 74, 17, 7, 18, 
2021/3/16, 107, 51, 20, 4, 9, 
2021/3/17, 63, 71, 22, 4, 8, 
2021/3/18, 56, 52, 23, 4, 8, 
2021/3/19, 52, 59, 22, 5, 14, 
2021/3/20, 101, 62, 14, 6, 19, 
2021/3/21, 108, 81, 13, 10, 28, 
2021/3/22, 176, 69, 17, 9, 24, 
2021/3/23, 153, , 17, 10, 20, 
2021/3/24, 154, , 22, 5, 13, 
2021/3/25, 76, , 16, 9, 20, 
2021/3/26, 79, 95, 25, 6, 17, 
2021/3/27, 93, 58, 23, 8, 12, 
2021/3/28, 66, 70, 14, 9, 16, 
2021/3/29, 122, 68, 17, 9, 14, 
2021/3/30, 84, 64, 12, 10, 21, 
2021/3/31, 77, 43, 14, 10, 12, 
2020/10/1, 29, 54, , 8, 1, 
2020/10/2, 67, 66, , 6, 1, 
2020/10/3, 38, 65, , 9, 2, 
2020/10/4, 80, 67, , 11, 3, 
2020/10/5, 82, 68, , 12, 5, 
2020/10/6, 86, 73, , 13, 4, 
2020/10/7, 90, 72, , 7, 3, 
2020/10/8, 50, 61, , 12, 3, 
2020/10/9, 63, 70, , 7, 1, 
2020/10/10, 52, 66, , 9, 3, 
2020/10/11, 83, 68, , 10, 3, 
2020/10/12, 75, 70, , 12, 8, 
2020/10/13, 98, 72, , 14, 6, 
2020/10/14, 99, 74, , 11, 5, 
2020/10/15, 93, 67, , 10, 5, 
2020/10/16, 99, 72, , 10, 5, 
2020/10/17, 114, 71, , 10, 6, 
2020/10/18, 109, 86, , 12, 8, 
2020/10/19, 126, 95, , 7, 4, 
2020/10/20, 66, 66, , 9, 5, 
2020/10/21, 98, 71, , 11, 11, 
2020/10/22, 186, 79, , 12, 8, 
2020/10/29, 131, 83, , 11, 9, 
2020/10/30, 143, 46, , 7, 3, 
2020/10/31, 88, 53, , 7, 4, 
2020/11/1, 49, 64, , 8, 7, 
2020/11/2, 90, 69, , 10, 9, 
2020/11/3, 115, 81, , 12, 10, 
2020/11/4, 138, 80, , 11, 10, 
2020/11/5, 105, 72, , 7, 7, 
2020/11/6, 59, 55, , 7, 4, 
2020/11/7, 66, 75, , 11, 8, 
2020/11/8, 121, 80, , 13, 10, 
2020/11/9, 149, 89, , 16, 19, 
2020/11/10, 160, 83, 13, 15, 18, 
2020/11/11, 125, 76, 8, 13, 19, 
2020/11/12, 120, 80, 8, 12, 27, 
2020/11/13, 131, 75, 9, 10, 26, 
2020/11/14, 111, 58, 14, 6, 14, 
2020/11/15, 78, 56, 16, 5, 12, 
2020/11/16, 45, 62, 9, 10, 11, 
2020/11/17, 83, 40, 16, 7, 11, 
2020/11/18, 54, 52, 18, 5, 4, 
2020/11/19, 26, 43, 14, 6, 10, 
2020/12/2, 124, 95, 6, 9, 63, 
2020/12/3, 195, 107, 3, 10, 68, 
2020/12/4, 283, 106, 8, 8, 62, 
2020/12/5, 198, 69, 8, 6, 44, 
2020/12/6, 107, 82, 6, 7, 54, 
2020/12/7, 146, 93, 1, 6, 60, 
2020/12/8, 214, 91, , 8, 59, 
2020/12/9, 200, 83, , 7, 53, 
2020/12/10, 217, 86, 17, 6, 56, 
2020/12/11, 188, 86, 25, 6, 56, 
2020/12/12, 163, 90, , 5, 58, 
2020/12/13, 182, 90, , 6, 62, 
2020/12/14, 187, 115, , 7, 73, 
2020/12/15, 283, 127, , 9, 79, 
2020/12/16, 272, 94, , 7, 56, 
2020/12/17, 202, 97, , 7, 63, 
2020/12/18, 208, 113, , 9, 74, 
2020/12/19, 329, 127, , 9, 77, 
2020/12/21, 277, 101, , 10, 64, 
2020/12/22, 206, 73, , 7, 49, 
2020/12/23, 130, 104, , 8, 67, 
2020/12/24, 223, 238, , 8, 87, 
2020/12/28, 35, 61, , 2, 36, 
2020/12/29, 80, 71, , 3, 46, 
2020/12/30, 178, 79, , 4, 63, 
2020/12/31, 222, 80, , 3, 49, 
2021/1/1, 157, 79, , 4, 54, 
2020/7/1, 46, 63, , 5, , 
2020/7/2, 38, 53, , 8, , 
2020/7/3, 41, 45, , 8, , 
2020/7/4, 43, 48, , 8, 1, 
2020/7/5, 49, 49, 42, 8, 1, 
2020/7/6, 73, 49, 5, 7, , 
2020/7/7, 95, 58, 2, 7, 1, 
2020/7/8, 103, 32, , 5, , 
2020/7/9, 60, 12, , 6, , 
2020/7/10, 19, 26, , 3, , 
2020/7/11, 42, 33, , 3, 1, 
2020/7/12, 53, 40, , 4, , 
2020/7/13, 60, 34, , 3, , 
2020/7/14, 39, 25, , 4, , 
2020/7/15, 28, 61, , 4, , 
2020/7/16, 27, 59, , 5, , 
2020/7/17, 39, 62, , 6, , 
2020/7/18, 45, 65, , 5, , 
2020/7/19, 48, 62, , 7, 4, 
2020/7/20, 44, 64, , 8, 1, 
2020/7/21, 42, 75, , 7, 1, 
2020/7/22, 40, 60, , 6, , 
2020/7/23, 39, 52, , 7, , 
2020/7/24, 45, 31, , 4, , 
2020/7/25, 28, 22, , 6, , 
2020/7/26, 23, 44, , 5, , 
2020/7/27, 26, 80, , 7, , 
2020/7/28, 40, 64, , 6, , 
2020/7/29, 36, 43, , 6, , 
2020/7/30, 22, 68, , 6, , 
2020/7/31, 36, 35, , 6, , 
2020/8/1, 21, 30, , 3, , 
2020/8/2, 14, 55, , 3, , 
2020/8/3, 13, 55, 7, 6, 1, 
2020/8/4, 31, 51, 11, 6, , 
2020/8/5, 34, 34, 13, 6, , 
2020/8/6, 25, 61, 5, 8, , 
2020/8/7, 41, 48, , 7, 1, 
2020/8/8, 31, 47, , 7, , 
2020/8/9, 48, 72, , 8, , 
2020/8/10, 66, 64, , 6, , 
2020/8/11, 69, 58, , 7, , 
2020/8/12, 47, 39, , 8, , 
2020/8/13, 35, 58, , 8, , 
2020/8/14, 44, 56, , 6, , 
2020/8/15, 40, 22, , 5, , 
2020/8/16, 34, 26, , 6, , 
2020/8/17, 34, 43, , 8, 1, 
2020/8/18, 43, 64, , 6, , 
2020/8/19, 31, 42, , 5, , 
2020/8/20, 17, 63, 10, 8, , 
2020/8/21, 33, 69, 3, 8, , 
2020/8/31, 61, 41, , 9, 1, 
2020/9/1, 49, 54, , 9, 1, 
2020/9/2, 58, 51, , 9, , 
2020/9/3, 60, 10, , 9, , 
2020/9/22, 68, 67, , 11, 3, 
2020/9/23, 73, 59, , 9, 2, 
2020/9/24, 50, 87, , 11, 2, 
2020/9/25, 80, 46, , 6, 1, 
2020/9/26, 35, 55, , 8, 1, 
2020/9/27, 55, 63, , 9, 1, 
2020/9/28, 67, 65, , 10, 4, 
2020/9/29, 68, 29, , 7, 1, 
2020/9/30, 51, 22, , 7, 1, 
2020/4/2, 85, 67, 11, , 7, 
2020/4/3, 95, 72, 14, , 11, 
2020/4/4, 89, 64, 13, , 6, 
2020/4/5, 88, 64, 13, , 6, 
2020/4/6, 54, 91, 18, , 3, 
2020/4/7, 34, 65, 17, , 3, 
2020/4/8, 55, 62, 13, , 6, 
2020/4/9, 67, 64, 14, , 7, 
2020/4/10, 89, 68, 14, , 6, 
2020/4/11, 61, 53, 17, , 2, 
2020/4/12, 58, 70, 15, , 4, 
2020/4/15, 66, 49, 14, , 4, 
2020/4/16, 83, 55, 14, , 6, 
2020/4/17, 63, 56, 14, , 4, 
2020/4/18, 53, 59, 15, , 6, 
2020/4/19, 35, 46, 16, , 2, 
2020/4/20, 45, 45, 16, , 3, 
2020/4/21, 49, 49, 16, , 5, 
2020/4/22, 63, 52, 15, , 6, 
2020/4/23, 81, 64, 15, , 6, 
2020/4/24, 71, 81, 19, , 3, 
2020/4/25, 84, 70, 16, , 5, 
2020/4/26, 78, 64, 15, , 4, 
2020/4/27, 86, 69, 15, , 5, 
2020/4/28, 75, 74, 14, , 3, 
2020/4/29, 80, 74, 16, , 8, 
2020/4/30, 80, 65, 16, , 10, 
2020/5/1, 54, 58, 16, , 8, 
2020/5/2, 30, 43, 10, , 6, 
2020/5/3, 51, 51, 18, , 3, 
2020/5/4, 40, 60, 17, , 3, 
2020/5/5, 51, 71, 17, , 2, 
2020/5/6, 65, 84, 11, , 2, 
2020/5/7, 23, 45, 16, , 1, 
2020/5/8, 70, 71, 16, , 3, 
2020/5/9, 27, 44, 13, , 1, 
2020/5/10, 38, 40, 15, , 2, 
2020/5/11, 73, 104, 20, , 1, 
2020/5/12, 58, 53, 15, , 3, 
