date, pm25, pm10, no2, so2, co
2018/11/26, 79, 70, 46, 12, 15
2018/11/27, 145, 98, 53, 24, 22
2018/11/28, 205, 115, 59, 31, 28
2018/11/29, 217, 203, 67, 33, 40
2018/11/30, 287, 197, 56, 22, 31
2018/12/1, 218, 75, 29, 5, 6
2018/12/2, 93, 75, 36, 8, 14
2018/12/3, 163, 80, 42, 20, 15
2018/12/4, 188, 86, 42, 21, 15
2018/12/5, 197, 57, 36, 7, 11
2018/12/6, 121, 86, 46, 16, 19
2018/12/7, 194, 172, 59, 37, 30
2018/12/8, 357, 118, 49, 38, 20
2018/12/9, 232, 97, 49, 26, 21
2018/12/10, 226, 157, 56, 36, 27
2018/12/11, 271, 183, 65, 32, 28
2018/12/12, 297, 81, 52, 21, 17
2018/12/13, 165, 95, 56, 12, 29
2018/12/14, 193, 118, 55, , 30
2018/12/15, 260, 104, 54, , 28
2018/12/16, 244, 102, 60, , 29
2018/12/17, 229, 118, 57, 20, 30
2018/12/18, 227, 134, 52, 18, 37
2018/12/19, 336, 122, 57, 21, 30
2018/12/20, 228, 88, 50, 23, 23
2018/12/21, 212, 43, 37, 12, 7
2018/12/22, 122, 110, 58, 28, 
2018/12/23, 367, 87, 51, 23, 
2018/12/24, 222, 62, 36, 13, 
2018/12/25, 161, 90, 44, 16, 
2018/12/26, 231, 53, 40, 15, 
2018/12/27, 138, 117, 59, 30, 
2018/12/28, 286, 109, 57, 29, 
2018/12/29, 255, 105, 50, 31, 
2018/12/30, 251, , , , 
2018/7/1, 60, , , , 
2018/7/6, 62, 29, 40, 1, 7
2018/7/7, 49, 51, 39, 1, 5
2018/7/8, 43, 55, 48, 15, 9
2018/7/9, 56, 31, 46, 1, 13
2018/7/10, 38, 9, 40, , 20
2018/7/11, 62, , , , 
2018/7/20, 46, 24, 45, 1, 14
2018/7/21, 39, 43, 39, 3, 9
2018/7/22, 64, 61, 45, 1, 6
2018/7/23, 52, 66, 46, 4, 9
2018/7/24, 45, 71, 47, 2, 8
2018/7/25, 64, 63, 44, 4, 15
2018/7/26, 39, 35, 43, 1, 19
2018/7/27, 43, , , , 
2018/7/29, 50, 49, 45, 2, 13
2018/7/30, 49, 56, 42, 1, 8
2018/7/31, 62, 51, 32, 3, 9
2018/8/1, 42, 72, 37, 4, 9
2018/8/2, 53, 52, 35, 5, 6
2018/8/3, 39, 65, 38, 10, 6
2018/8/4, 66, 38, 35, 1, 5
2018/8/5, 27, 46, 35, 3, 6
2018/8/6, 36, 50, 42, 12, 5
2018/8/7, 42, 47, 40, 2, 10
2018/8/8, 47, 38, 38, 4, 7
2018/8/9, 49, 60, 36, 1, 8
2018/8/10, 34, 51, 36, 1, 3
2018/8/11, 43, 69, 38, , 8
2018/8/12, 36, 44, 38, 3, 6
2018/8/13, 49, 56, 40, 2, 5
2018/8/14, 49, 40, 46, 1, 8
2018/8/15, 43, 31, 41, 1, 5
2018/8/16, 36, 42, 41, 6, 7
2018/8/17, 41, 54, 39, 3, 6
2018/8/18, 51, 41, 33, 1, 10
2018/8/19, 43, 63, 34, 1, 7
2018/8/20, 100, 56, 41, 2, 6
2018/8/21, 92, 60, 41, 6, 20
2018/8/22, 83, 52, 39, 2, 17
2018/8/23, 64, 55, 41, 2, 10
2018/8/24, 61, 29, 45, , 13
2018/8/25, 37, 35, 37, , 7
2018/8/26, 31, 67, 38, 3, 9
2018/8/27, 52, 57, 45, 6, 6
2018/8/28, 63, 59, 43, 3, 6
2018/8/29, 56, 56, 43, 6, 17
2018/8/30, 56, 66, 47, 2, 9
2018/8/31, 51, 61, 42, , 9
2018/9/1, 71, 36, 36, , 6
2018/9/2, 51, 80, 43, 3, 12
2018/9/3, 69, 61, 40, 5, 11
2018/9/4, 60, 37, 35, , 9
2018/9/5, 43, 62, 32, 1, 5
2018/9/6, 47, 65, 47, , 5
2018/9/7, 64, 44, 47, , 8
2018/9/8, 60, 57, 50, , 7
2018/9/9, 56, 71, 58, , 7
2018/9/10, 76, 40, 44, 7, 5
2018/9/11, 51, 54, 47, 4, 8
2018/9/12, 63, 49, 40, 1, 9
2018/9/13, 64, 44, 41, 1, 6
2018/9/14, 71, 211, 50, 4, 10
2018/9/15, 77, 87, 52, 7, 2
2018/9/16, 84, 66, 52, 5, 29
2018/9/17, 66, 72, 55, 4, 18
2018/9/18, 66, 65, 46, 1, 10
2018/9/19, 75, 11, , , 4
2018/9/20, 38, 49, 58, 1, 5
2018/9/21, 62, 87, 44, 1, 8
2018/9/22, 70, 70, 43, 3, 7
2018/9/23, 77, 80, , 4, 7
2018/9/24, 75, 86, , 5, 4
2018/9/25, 82, 78, , 4, 7
2018/9/26, 69, 46, , , 3
2018/9/27, 51, 41, , , 5
2018/9/28, 50, 58, , 1, 5
2018/9/29, 46, 75, , 1, 11
2018/9/30, 102, 91, , 3, 10
2018/4/1, 77, 51, 30, 2, 7
2018/4/2, 54, 59, 42, 8, 10
2018/4/3, 67, 82, 28, 2, 6
2018/4/4, 44, 50, 22, 1, 3
2018/4/5, 50, 65, 42, 3, 10
2018/4/6, 72, 79, 41, 7, 12
2018/4/7, 95, 77, 39, 9, 10
2018/4/8, 118, 61, 33, 8, 9
2018/4/9, 80, 51, 42, 4, 3
2018/4/10, 66, 70, 41, 7, 8
2018/4/11, 109, 79, 35, 5, 6
2018/4/12, 65, 29, 32, 2, 4
2018/4/13, 47, 87, 46, 13, 9
2018/4/14, 106, 85, 44, 11, 8
2018/4/15, 82, 92, 40, 7, 12
2018/4/16, 98, 71, 38, 11, 9
2018/4/17, 80, 62, 44, 12, 14
2018/4/18, 60, 84, 36, 4, 
2018/4/19, 57, 56, 44, 12, 
2018/4/20, 75, 50, 40, 2, 
2018/4/21, 45, 47, 40, 2, 
2018/4/22, 48, 65, 42, 11, 
2018/4/23, 69, 70, 44, 12, 
2018/4/24, 64, 83, 35, 5, 
2018/4/25, 63, 69, 42, 9, 
2018/4/26, 59, 95, 40, 7, 
2018/4/27, 73, 41, 33, 6, 
2018/4/28, 59, 38, 41, 15, 
2018/4/29, 56, 51, 33, 2, 
2018/4/30, 56, 56, 42, 8, 
2018/5/1, 67, 54, 41, 6, 7
2018/5/2, 52, 71, 37, 6, 5
2018/5/3, 38, 102, 29, 3, 5
2018/5/4, 51, 53, 39, 6, 5
2018/5/5, 56, 60, 38, 7, 5
2018/5/6, 66, 85, 42, 9, 6
2018/5/7, 61, 95, 42, 5, 7
2018/5/8, 77, 45, 41, 2, 4
2018/5/9, 52, 60, 42, 4, 5
2018/5/10, 50, 74, 35, 2, 6
2018/5/11, 52, 80, 35, 6, 4
2018/5/12, 50, 72, 42, 4, 5
2018/5/13, 49, 64, 44, 5, 5
2018/5/14, 51, 71, 36, 5, 2
2018/5/15, 60, 51, 49, 7, 4
2018/5/16, 49, 63, 45, 6, 5
2018/5/17, 55, 113, 41, 5, 3
2018/5/18, 52, 109, 34, 2, 4
2018/5/19, 51, 83, 35, 9, 2
2018/5/20, 43, 144, 28, 3, 3
2018/5/21, 55, 131, 37, 8, 2
2018/5/22, 55, 51, 43, 6, 5
2018/5/23, 52, 58, 42, 6, 4
2018/5/24, 74, 68, 36, 2, 5
2018/5/25, 57, 55, 36, 1, 3
2018/5/26, 73, 57, 32, 1, 3
2018/5/27, 49, 43, 44, 6, 6
2018/5/28, 56, 49, 44, 10, 4
2018/5/29, 49, 63, 44, 4, 4
2018/5/30, 48, 77, 45, 5, 3
2018/5/31, 60, 100, 42, 2, 5
2018/6/1, 65, 83, 32, 1, 5
2018/6/2, 52, 29, 37, 3, 5
2018/6/3, 40, 51, 40, 4, 5
2018/6/4, 63, 50, 31, 2, 4
2018/6/5, 87, 35, 28, 6, 9
2018/6/6, 65, 42, 41, 7, 6
2018/6/7, 50, 51, 47, 8, 7
2018/6/8, 58, 63, 42, 4, 6
2018/6/9, 56, 59, 35, 2, 5
2018/6/10, 60, 66, 35, 1, 6
2018/6/11, 39, 44, 28, 2, 3
2018/6/12, 27, 65, 42, , 5
2018/6/13, 48, 75, 40, , 10
2018/6/14, 44, 64, 36, , 10
2018/6/15, 60, 35, 44, , 4
2018/6/16, 56, 55, 43, , 7
2018/6/17, 45, 42, 43, , 4
2018/6/18, 55, 53, 50, , 6
2018/6/19, 64, 49, 50, , 10
2018/6/20, 45, 57, 48, , 9
2018/6/21, 89, 48, 40, , 6
2018/6/22, 65, 39, 43, , 8
2018/6/23, 66, 37, 38, , 2
2018/6/24, 44, 44, 40, , 4
2018/6/25, 52, 37, 37, , 6
2018/6/26, 43, 37, 37, , 6
2018/6/27, 36, 54, 43, , 4
2018/6/28, 52, 68, 38, , 7
2018/6/29, 61, 63, 39, 2, 9
2018/6/30, 75, 42, 37, 1, 7
2018/1/1, 204, 61, 48, 8, 12
2018/1/2, 154, 73, 54, 8, 16
2018/1/3, 176, 133, 60, 21, 21
2018/1/4, 257, 134, 69, 26, 21
2018/1/5, 280, 149, 67, 33, 21
2018/1/6, 287, 79, 53, 23, 11
2018/1/7, 173, 39, 54, 9, 7
2018/1/8, 121, 30, 54, 7, 6
2018/1/9, 93, 87, 66, 8, 19
2018/1/10, 196, 233, 77, 25, 31
2018/1/11, 365, 264, 72, 31, 30
2018/1/12, 358, 355, 87, 32, 40
2018/1/13, 490, 111, 61, 19, 25
2018/1/14, 233, 115, 63, 21, 19
2018/1/15, 235, 80, 58, 19, 14
2018/1/16, 166, 138, 74, 26, 25
2018/1/17, 277, 136, 75, 28, 22
2018/1/18, 263, 70, 53, 12, 11
2018/1/19, 154, 102, 53, 20, 17
2018/1/20, 213, 99, 44, 17, 16
2018/1/21, 206, , , , 
2018/1/24, 139, 237, 62, 32, 26
2018/1/25, 358, 208, 49, 27, 17
2018/1/26, 306, 57, 31, 10, 8
2018/1/27, 136, 58, 48, 14, 12
2018/1/28, 136, 549, 74, 37, 44
2018/1/29, 486, 414, 74, 36, 40
2018/1/30, 581, 220, 66, 33, 24
2018/1/31, 291, 87, 58, 19, 20
2018/2/1, 197, 243, 67, 30, 29
2018/2/2, 413, 250, 70, 20, 29
2018/2/3, 372, 255, 73, 22, 34
2018/2/4, 465, 135, 75, 22, 26
2018/2/5, 243, 251, 56, 15, 23
2018/2/6, 320, 163, 57, 26, 32
2018/2/7, 323, 73, 34, 11, 11
2018/2/8, 138, 28, 29, 4, 7
2018/2/9, 69, 35, 34, 4, 7
2018/2/10, 84, 42, 37, 6, 12
2018/2/11, 113, 193, 61, 23, 37
2018/2/12, 388, 80, 52, 11, 20
2018/2/13, 175, 159, 59, 21, 31
2018/2/14, 343, 120, 55, 15, 27
2018/2/15, 225, 127, 54, 21, 22
2018/2/16, 230, 100, 43, 15, 17
2018/2/17, 182, 78, 42, 11, 18
2018/2/18, 154, 97, 46, 11, 19
2018/2/19, 190, 108, 47, 14, 15
2018/2/20, 191, 121, 47, 14, 21
2018/2/21, 214, 110, 51, 15, 22
2018/2/22, 187, 104, 48, 14, 15
2018/2/23, 178, 101, 46, 19, 17
2018/2/24, 170, 80, 44, 17, 12
2018/2/25, 126, 54, 41, 10, 8
2018/2/26, 108, 68, 49, 10, 13
2018/2/27, 159, 59, 39, 6, 9
2018/2/28, 121, 86, 52, 14, 21
2018/3/1, 148, 142, 55, 22, 31
2018/3/2, 219, 48, 36, 6, 6
2018/3/3, 91, 72, 39, 5, 11
2018/3/4, 123, 73, 43, 11, 9
2018/3/5, 128, 64, 33, 8, 7
2018/3/6, 83, 99, 47, 13, 18
2018/3/7, 163, 103, 52, 25, 19
2018/3/8, 158, 82, 47, 16, 14
2018/3/9, 113, 82, 45, 16, 14
2018/3/10, 124, 134, 54, 23, 22
2018/3/11, 149, 122, 58, 24, 22
2018/3/12, 166, 72, 48, 15, 12
2018/3/13, 133, 47, 42, 3, 4
2018/3/14, 80, 82, 46, 14, 15
2018/3/15, 127, 103, 50, 17, 19
2018/3/16, 142, 76, 42, 16, 13
2018/3/17, 110, 75, 40, 12, 10
2018/3/18, 107, 72, 42, 15, 9
2018/3/19, 93, 81, 45, 11, 12
2018/3/20, 108, 76, 44, 12, 14
2018/3/21, 99, 78, 44, 10, 11
2018/3/22, 98, 90, 45, 12, 14
2018/3/23, 111, 88, 44, 12, 9
2018/3/24, 99, 98, 41, 13, 10
2018/3/25, 80, 110, 45, 10, 5
2018/3/26, 71, 122, 35, 9, 8
2018/3/27, 82, 69, 44, 9, 6
2018/3/28, 92, 76, 44, 9, 11
2018/3/29, 84, 69, 45, 12, 11
2018/3/30, 73, 320, 41, 13, 10
2018/3/31, 112, 189, 35, 3, 6
2017/10/1, 84, 48, 39, 1, 
2017/10/2, 95, 84, 48, 8, 
2017/10/3, 82, 98, 49, 8, 6
2017/10/4, 122, 94, 49, 7, 8
2017/10/5, 108, 64, 46, 3, 8
2017/10/6, 295, 62, 42, 3, 5
2017/10/7, 76, 35, 33, , 4
2017/10/8, 51, 43, 38, 2, 5
2017/10/9, 66, 64, 43, 6, 9
2017/10/10, 124, 77, 46, 8, 10
2017/10/11, 129, 67, 45, 5, 12
2017/10/12, 129, 84, 81, 5, 9
2017/10/13, 118, 63, 60, 3, 11
2017/10/14, 107, 82, 56, 6, 10
2017/10/15, 143, 102, 59, 16, 12
2017/10/16, 137, 110, 62, 13, 14
2017/10/17, 142, 82, 55, 9, 11
2017/10/18, 119, 81, 55, 10, 9
2017/10/19, 104, 105, 57, 7, 19
2017/10/20, 151, 70, 53, 2, 16
2017/10/21, 149, 79, 47, 8, 11
2017/10/22, 108, 99, 55, 9, 14
2017/10/23, 111, 101, 54, 8, 18
2017/10/24, 130, 111, 58, 11, 20
2017/10/25, 143, 158, 62, 12, 24
2017/10/26, 161, 77, 32, 2, 8
2017/10/27, 78, 47, 39, 5, 6
2017/10/28, 68, 198, 57, 20, 28
2017/10/29, 236, 171, 59, 13, 26
2017/10/30, 193, 94, 49, 8, 18
2017/10/31, 144, 85, 47, 8, 14
2017/11/1, 154, 82, 46, 7, 14
2017/11/2, 137, 90, 54, 15, 18
2017/11/3, 146, 124, 60, 15, 26
2017/11/4, 167, 95, 52, 12, 19
2017/11/5, 150, 51, 45, 3, 12
2017/11/6, 106, 51, 55, 3, 12
2017/11/7, 131, 69, 60, 5, 18
2017/11/8, 164, 42, 43, 3, 13
2017/11/9, 79, 156, 46, 9, 18
2017/11/10, 134, 83, 52, 8, 16
2017/11/11, 123, 81, 43, 6, 14
2017/11/12, 139, 40, 44, 2, 11
2017/11/13, 97, 99, 51, 9, 19
2017/11/14, 187, 142, 53, 11, 28
2017/11/15, 256, 69, 47, 12, 11
2017/11/16, 146, 97, 53, 8, 28
2017/11/17, 184, 134, 61, 12, 32
2017/11/18, 239, 149, 66, 20, 31
2017/11/19, 248, 143, 55, 20, 24
2017/11/20, 330, 39, 48, 8, 18
2017/11/21, 93, 69, 45, 6, 17
2017/11/22, 137, 100, 57, 10, 25
2017/11/23, 185, 97, 58, 11, 23
2017/11/24, 197, 62, 51, 6, 18
2017/11/25, 144, 103, 62, 14, 30
2017/11/26, 215, 187, 45, 8, 20
2017/11/27, 178, 72, 45, 7, 14
2017/11/28, 136, 113, 60, 13, 24
2017/11/29, 211, 199, 75, 16, 42
2017/11/30, 423, 253, 81, 23, 48
2017/12/1, 423, 157, 58, 10, 21
2017/12/2, 230, 134, 53, 9, 31
2017/12/3, 318, 148, 61, 13, 31
2017/12/4, 336, 140, 80, 15, 36
2017/12/5, 284, 231, 68, 13, 34
2017/12/6, 269, 89, 64, 8, 22
2017/12/7, 180, 169, 80, 11, 33
2017/12/8, 313, 254, 62, 11, 27
2017/12/9, 306, 56, 51, 5, 11
2017/12/10, 106, 92, 55, 11, 22
2017/12/11, 177, 81, 57, 12, 11
2017/12/12, 155, 72, 57, 10, 13
2017/12/13, 140, 95, 58, 9, 12
2017/12/14, 184, 87, 58, 6, 30
2017/12/15, 197, 100, 60, 10, 22
2017/12/16, 230, 129, 69, 13, 27
2017/12/17, 276, 46, 65, 7, 13
2017/12/18, 126, 115, 74, 11, 26
2017/12/19, 253, 157, 82, 16, 33
2017/12/20, 293, 217, 78, 23, 32
2017/12/21, 410, 169, 70, 22, 25
2017/12/22, 291, 225, 78, 22, 32
2017/12/23, 387, 188, 67, 27, 27
2017/12/24, 371, 472, 86, 33, 42
2017/12/25, 512, 199, 68, 25, 21
2017/12/26, 320, 66, 59, 16, 17
2017/12/27, 151, 109, 67, 25, 26
2017/12/28, 210, 38, 49, 11, 8
2017/12/29, 90, 42, 44, 6, 13
2017/12/30, 99, , , , 
2017/7/3, 50, 42, 28, 3, 
2017/7/4, 41, 37, 34, 7, 8
2017/7/5, 42, 47, 37, 3, 8
2017/7/6, 46, 58, 30, 4, 8
2017/7/7, 39, 40, 25, 3, 2
2017/7/8, 44, 57, 35, 2, 5
2017/7/9, 51, 68, 34, 3, 4
2017/7/10, 64, 52, 33, 6, 4
2017/7/11, 66, 35, 26, 2, 3
2017/7/12, 59, 41, 33, 1, 4
2017/7/13, 72, 48, 33, 5, 6
2017/7/14, 65, 85, 41, 7, 9
2017/7/15, 137, 91, 40, 5, 11
2017/7/16, 171, 66, 34, 1, 5
2017/7/17, 76, 40, 37, 4, 3
2017/7/18, 59, 59, 43, 3, 8
2017/7/19, 63, 37, 44, 7, 5
2017/7/20, 46, 60, 42, 2, 6
2017/7/21, 48, 32, 39, 1, 4
2017/7/22, 60, 32, 34, 3, 3
2017/7/23, 45, 16, 39, 2, 3
2017/7/24, 58, 28, 42, 3, 22
2017/7/25, 52, 62, 35, 3, 7
2017/7/26, 85, 49, 39, 4, 
2017/7/27, 48, 54, 44, 6, 
2017/7/28, 45, 47, 44, 5, 
2017/7/29, 48, 64, 40, 3, 
2017/7/30, 48, 57, 46, 14, 14
2017/7/31, 67, 46, 46, 6, 8
2017/8/1, 62, 52, 44, 3, 6
2017/8/2, 50, 61, 46, 2, 7
2017/8/3, 51, 44, 40, 1, 
2017/8/4, 34, 30, 34, 2, 
2017/8/5, 49, 53, 40, 10, 
2017/8/6, 70, 37, 37, 5, 
2017/8/7, 66, 38, 35, 2, 
2017/8/8, 59, 53, 42, 2, 
2017/8/9, 61, 62, 36, 4, 
2017/8/10, 36, 39, 31, 1, 
2017/8/11, 49, 45, 32, 3, 
2017/8/12, 40, 44, 31, 2, 
2017/8/13, 41, 50, 32, 6, 5
2017/8/14, 56, 51, 39, 5, 4
2017/8/15, 55, 51, 40, 5, 7
2017/8/16, 65, 28, 39, , 7
2017/8/17, 53, 38, 39, 4, 7
2017/8/18, 49, 30, 36, 1, 7
2017/8/19, 58, 22, 32, , 6
2017/8/20, 24, 42, 30, , 5
2017/8/21, 35, 27, 30, , 5
2017/8/22, 48, 25, 30, , 6
2017/8/23, 37, 52, 28, , 6
2017/8/24, 62, 50, 33, 2, 6
2017/8/25, 42, 60, 32, 3, 7
2017/8/26, 62, 32, 22, 1, 1
2017/8/27, 40, 44, 32, 2, 5
2017/8/28, 161, 58, 36, 7, 7
2017/8/29, 63, 63, 40, 5, 9
2017/8/30, 69, 66, , 4, 10
2017/8/31, 68, 59, , 4, 8
2017/9/1, 52, 28, , 1, 7
2017/9/2, 41, 137, , 3, 7
2017/9/3, 81, 40, , 2, 
2017/9/4, 58, 57, 44, 4, 10
2017/9/5, 57, 64, 33, , 4
2017/9/6, 77, , , , 
2017/9/11, 47, 69, 38, 4, 16
2017/9/12, 69, 68, 41, 2, 5
2017/9/13, 51, 65, 36, 2, 7
2017/9/14, 63, 53, 35, , 4
2017/9/15, 57, 53, 36, 4, 4
2017/9/16, 59, 63, 39, 5, 5
2017/9/17, 59, 61, 39, 1, 5
2017/9/18, 94, 62, 42, 9, 
2017/9/19, 73, 76, 43, 5, 
2017/9/20, 70, 45, 36, 1, 
2017/9/21, 56, 66, 37, 1, 
2017/9/22, 58, 51, 42, , 
2017/9/23, 68, 63, 37, 3, 
2017/9/24, 60, 50, 34, 1, 
2017/9/25, 55, 68, 39, 1, 
2017/9/26, 108, 59, 36, 1, 
2017/9/27, 79, 67, 39, 4, 
2017/9/28, 89, 72, 44, 6, 
2017/9/29, 101, 62, 39, 3, 
2017/9/30, 79, 55, 40, 3, 
2017/4/1, 99, 96, 45, , 
2017/4/2, 100, 102, 50, , 
2017/4/3, 110, 94, 44, 18, 
2017/4/4, 97, 64, 39, 11, 
2017/4/5, 75, 85, 45, 10, 
2017/4/6, 79, 85, 36, 9, 
2017/4/7, 63, 67, 44, 11, 
2017/4/8, 86, 72, 40, 11, 
2017/4/9, 71, 68, 27, 4, 
2017/4/10, 53, 71, 40, 8, 
2017/4/11, 88, 78, 47, 14, 
2017/4/12, 86, 77, 48, 10, 
2017/4/13, 91, 73, 46, 9, 
2017/4/14, 88, 71, 41, 9, 
2017/4/15, 89, 44, 37, 7, 
2017/4/16, 67, 48, 38, 4, 
2017/4/17, 66, 141, 43, 6, 
2017/4/18, 84, 42, 32, 3, 
2017/4/19, 46, 52, 45, 7, 
2017/4/20, 64, 78, 44, 9, 
2017/4/21, 75, 50, 32, 5, 
2017/4/22, 61, 57, 28, 2, 
2017/4/23, 73, 49, 37, 3, 
2017/4/24, 66, 52, 45, 8, 
2017/4/25, 56, 65, 39, 6, 
2017/4/26, 71, 69, 47, 8, 
2017/4/27, 78, 82, 45, 11, 
2017/4/28, 86, 82, 37, 5, 
2017/4/29, 93, 77, 46, 10, 
2017/4/30, 106, 115, 46, 10, 
2017/5/1, 82, 117, 45, 19, 
2017/5/2, 68, 53, 36, 7, 
2017/5/3, 50, 38, 29, 2, 
2017/5/4, 41, 46, 42, 4, 
2017/5/5, 50, 62, 47, 8, 
2017/5/6, 78, 65, 44, 11, 
2017/5/7, 53, 106, 39, 7, 
2017/5/8, 65, 43, 42, 7, 
2017/5/9, 42, 79, 37, 5, 
2017/5/10, 54, 39, 32, 2, 
2017/5/11, 34, 35, 35, 2, 
2017/5/12, 29, 48, 40, 5, 
2017/5/13, 44, 41, 40, 5, 
2017/5/14, 44, 55, 43, 12, 
2017/5/15, 88, 78, 49, 9, 
2017/5/16, 49, 90, 58, 14, 
2017/5/17, 51, 83, 40, 3, 
2017/5/18, 57, 70, 40, 4, 
2017/5/19, 40, 36, 41, 5, 
2017/5/20, 55, 47, 48, 10, 
2017/5/21, 51, 63, 46, 8, 
2017/5/22, 54, 60, 47, 8, 
2017/5/23, 47, 66, 47, 7, 
2017/5/24, 53, 68, 50, 8, 
2017/5/25, 51, 79, 51, 7, 
2017/5/26, 50, 69, 36, 8, 
2017/5/27, 60, 39, 46, 4, 
2017/5/28, 37, 60, 47, 5, 
2017/5/29, 38, 66, 46, 5, 
2017/5/30, 41, 52, 45, 3, 
2017/5/31, 45, 57, 34, 3, 
2017/6/1, 44, 48, 39, 3, 
2017/6/2, 29, 59, 48, 8, 
2017/6/3, 42, 35, 43, 13, 
2017/6/4, 29, 82, 46, 8, 
2017/6/5, 58, 32, 35, 2, 
2017/6/6, 36, 50, 42, 4, 
2017/6/7, 43, 60, 44, 5, 
2017/6/8, 44, 74, 50, 4, 
2017/6/9, 51, 73, 45, 6, 
2017/6/10, 59, 80, 43, 2, 
2017/6/11, 78, 68, 44, 3, 
2017/6/12, 47, 67, 48, 3, 
2017/6/13, 49, 100, 40, 3, 
2017/6/14, 66, 65, 45, 3, 
2017/6/15, 47, 48, 45, 4, 
2017/6/16, 66, 36, 34, 1, 
2017/6/17, 54, 90, 38, 2, 
2017/6/18, 69, 52, 47, 5, 
2017/6/19, 71, 60, 50, 4, 
2017/6/20, 60, 51, 39, 6, 
2017/6/21, 50, 51, 47, 5, 
2017/6/22, 49, 70, 51, 5, 
2017/6/23, 57, 62, 49, 14, 
2017/6/24, 58, 55, 50, 8, 
2017/6/25, 65, 59, 49, 6, 
2017/6/26, 55, 68, 47, 5, 
2017/6/27, 67, 59, 42, 6, 
2017/6/28, 96, 65, 37, 6, 
2017/6/29, 76, , , , 
2017/1/2, 222, 395, 86, 47, 
2017/1/3, 468, 116, 59, 40, 
2017/1/4, 226, 190, 66, 40, 
2017/1/5, 340, 114, 62, 26, 
2017/1/6, 202, 147, 60, 29, 
2017/1/7, 242, 98, 47, 16, 
2017/1/8, 202, 91, 52, 15, 
2017/1/9, 192, 139, 62, 17, 
2017/1/10, 262, 243, 67, 25, 
2017/1/11, 302, 285, 65, 34, 
2017/1/12, 336, 90, 51, 22, 
2017/1/13, 169, 97, 41, 20, 
2017/1/14, 165, 67, 46, 11, 
2017/1/15, 128, 98, 52, 15, 
2017/1/16, 181, 113, 56, 19, 
2017/1/17, 218, 137, 53, 25, 
2017/1/18, 302, 282, 59, 24, 
2017/1/19, 282, 101, 52, 28, 
2017/1/20, 200, 143, 54, 20, 
2017/1/21, 253, 197, 46, 35, 
2017/1/22, 299, 83, 49, 27, 
2017/1/23, 168, 63, 51, 23, 
2017/1/24, 144, 119, 61, 32, 
2017/1/25, 225, 111, 52, 19, 
2017/1/26, 206, 143, 62, 35, 
2017/1/27, 224, 62, 31, 9, 
2017/1/28, 101, 97, 41, 20, 
2017/1/29, 179, 107, 50, 22, 
2017/1/30, 182, 231, 61, 27, 
2017/1/31, 240, 222, 58, 35, 
2017/2/1, 280, 115, 58, 28, 
2017/2/2, 190, 128, 59, 29, 
2017/2/3, 199, 209, 58, 27, 
2017/2/4, 270, 98, 43, 22, 
2017/2/5, 168, 55, 48, 17, 
2017/2/6, 118, 82, 46, 13, 
2017/2/7, 157, 129, 53, 22, 
2017/2/8, 223, 203, 58, 26, 
2017/2/9, 204, 108, 54, 24, 
2017/2/10, 170, 107, 54, 26, 
2017/2/11, 175, 114, 55, 26, 
2017/2/12, 188, 96, 57, 26, 
2017/2/13, 150, 131, 62, 35, 
2017/2/14, 203, 75, 45, 15, 
2017/2/15, 123, 94, 47, 16, 
2017/2/16, 168, 98, 50, 21, 
2017/2/17, 182, 89, 43, 23, 
2017/2/18, 143, 51, 35, 8, 
2017/2/19, 87, 87, 47, 22, 
2017/2/20, 143, 77, 49, 18, 
2017/2/21, 121, 81, 47, 11, 
2017/2/22, 147, 90, 52, 21, 
2017/2/23, 159, 123, 54, 21, 
2017/2/24, 206, 128, 56, 21, 
2017/2/25, 218, 102, 51, 17, 
2017/2/26, 164, 98, 45, 16, 
2017/2/27, 158, 66, 40, 9, 
2017/2/28, 106, 93, 49, 15, 
2017/3/1, 144, 84, 49, 21, 
2017/3/2, 149, 75, 42, 16, 
2017/3/3, 136, 50, 37, 7, 
2017/3/4, 82, 44, 39, 9, 
2017/3/5, 94, 30, 32, 7, 
2017/3/6, 67, 67, 48, 7, 
2017/3/7, 116, 83, 46, 13, 
2017/3/8, 139, 98, 50, 17, 
2017/3/9, 147, 83, 43, 14, 
2017/3/10, 130, 61, 43, 7, 
2017/3/11, 79, 77, 43, 15, 
2017/3/12, 125, 92, 47, 20, 
2017/3/13, 138, 95, 48, 22, 
2017/3/14, 134, 83, 48, 17, 
2017/3/15, 114, 88, 44, 16, 
2017/3/16, 123, 85, 46, 12, 
2017/3/17, 123, 58, 37, 11, 
2017/3/18, 119, 66, 40, 13, 
2017/3/19, 114, 86, 46, 16, 
2017/3/20, 111, 87, 42, 10, 
2017/3/21, 98, 62, 34, 5, 
2017/3/22, 63, 43, 33, 5, 
2017/3/23, 50, 61, 33, 5, 
2017/3/24, 80, 86, 42, 8, 
2017/3/25, 121, 71, 45, 15, 
2017/3/26, 95, 75, 45, 12, 
2017/3/27, 95, 88, 50, 19, 
2017/3/28, 118, 64, 35, , 
2017/3/29, 79, 68, 49, , 
2017/3/30, 86, 86, 49, , 
2017/3/31, 97, 87, 42, , 
2016/10/1, 96, 54, 30, 3, 
2016/10/2, 72, 70, 35, 3, 
2016/10/3, 108, 69, 36, 11, 
2016/10/4, 103, 40, 34, 2, 
2016/10/5, 106, 66, 32, 4, 
