date, pm25, pm10, no2, so2, co
2023/4/25, 43, 98, 35, 10, 9
2023/4/26, 30, 54, 27, 3, 5
2023/4/27, 10, 34, 31, 7, 6
2023/4/28, 13, 64, 35, 11, 10
2023/4/29, 5, 67, 36, 13, 9
2023/4/30, 1, 103, 50, 13, 12
2023/5/1, 2, 107, 24, 5, 5
2023/5/2, 3, 51, 28, 6, 5
2023/5/3, 3, 47, 32, 9, 7
2023/5/4, 2, 47, 30, 8, 6
2023/5/5, 2, 45, 27, 5, 7
2023/5/6, 2, 60, 27, 8, 7
2023/5/7, 2, 65, 43, 9, 7
2023/5/8, 15, 80, 53, 6, 7
2023/5/9, 24, 61, 61, 9, 5
2023/5/10, 21, 61, 46, 7, 7
2023/5/11, 30, 39, 56, 10, 5
2023/5/12, 18, 78, 50, 7, 7
2023/5/13, 25, 57, 50, 6, 7
2023/5/14, 23, 46, 47, 3, 5
2023/5/15, 18, 37, 42, 3, 4
2023/5/16, 15, 56, 51, 7, 6
2023/5/17, 15, 91, 44, 6, 6
2023/5/18, 22, 44, 38, 2, 4
2023/5/19, 13, 20, 48, 3, 6
2023/5/20, 16, 52, 57, 9, 6
2023/5/21, 19, 66, 54, 9, 7
2023/5/22, 22, 80, 46, 8, 8
2023/5/23, 23, 39, 44, 4, 4
2023/5/24, 15, 44, 44, 3, 5
2023/5/25, 18, 52, 50, 6, 6
2023/5/26, 20, 43, 43, 3, 5
2023/5/27, 9, 45, 51, 6, 5
2023/5/28, 17, 57, 58, 5, 6
2023/5/29, 18, 45, 62, 5, 5
2023/5/30, 14, 32, 60, 4, 4
2023/5/31, 14, 28, 49, 3, 5
2023/6/1, 15, 55, 45, 3, 5
2023/6/2, 16, 43, 45, 3, 3
2023/6/3, 11, 34, 47, 4, 4
2023/6/4, 15, 51, 49, 4, 6
2023/6/5, 21, 63, 46, 5, 5
2023/6/6, 25, 40, 40, 2, 4
2023/6/7, 21, 61, 45, 3, 5
2023/6/8, 21, 56, 43, 3, 4
2023/6/9, 21, 49, 47, 6, 4
2023/6/10, 19, 44, 42, 4, 5
2023/6/11, 16, 49, 36, 4, 5
2023/6/12, 17, 76, 32, 7, 5
2023/6/13, 24, 39, 27, 4, 5
2023/6/14, 18, 46, 25, 3, 5
2023/6/15, 12, 32, 21, 4, 5
2023/6/16, 17, 53, 24, 3, 3
2023/6/17, 20, 38, 24, 2, 4
2023/6/18, 11, 37, 27, 4, 4
2023/6/19, 9, 56, 33, 7, 5
2023/6/20, 15, 80, 34, 7, 5
2023/6/21, 22, 94, 34, 5, 6
2023/6/22, 24, 94, 33, 5, 5
2023/6/23, 27, 65, 28, 4, 5
2023/6/24, 20, 40, 27, 4, 4
2023/6/25, 14, 64, 29, 2, 4
2023/6/26, 15, 43, 24, 2, 4
2023/6/27, 17, 46, 25, 2, 4
2023/6/28, 14, 56, 29, 5, 5
2023/6/29, 20, 57, 25, 2, 5
2023/6/30, 20, 30, 26, 1, 5
2023/1/3, 23, 62, 46, 24, 15
2023/1/4, 94, 65, 38, 26, 15
2023/1/5, 83, 74, 47, 34, 15
2023/1/6, 170, 133, 70, 49, 29
2023/1/7, 134, 96, 54, 46, 22
2023/1/8, 113, 75, 43, 30, 23
2023/1/9, 136, 94, 52, 39, 28
2023/1/10, 136, 99, 59, 46, 30
2023/1/11, 137, 95, 60, 49, 30
2023/1/12, 77, 58, 33, 20, 22
2023/1/13, 51, 48, 30, 13, 9
2023/1/14, 127, 102, 48, 36, 18
2023/1/15, 156, 128, 50, 59, 26
2023/1/16, 153, 121, 59, 51, 24
2023/1/17, 156, 116, 64, 50, 27
2023/1/18, 157, 116, 57, 63, 34
2023/1/19, 36, 38, 29, 9, 7
2023/1/20, 120, 103, 52, 45, 20
2023/1/21, 126, 115, 38, 34, 22
2023/1/23, 60, 62, 39, 25, 10
2023/1/24, 106, 94, 45, 41, 17
2023/1/25, 113, 104, 57, 38, 16
2023/1/26, 169, 128, 66, 54, 31
2023/1/27, 210, 134, 76, 55, 31
2023/1/28, 81, 110, 68, 65, 32
2023/1/29, 5, 123, 63, 57, 35
2023/1/30, 9, 110, 62, 44, 25
2023/2/2, 113, 115, 56, 39, 20
2023/2/3, 146, 125, 65, 36, 24
2023/2/4, 148, 120, 57, 46, 24
2023/2/5, 133, 127, 58, 41, 20
2023/2/6, 119, 118, 59, 35, 22
2023/2/7, 136, 115, 63, 32, 21
2023/2/8, 132, 113, 52, 40, 21
2023/2/9, 108, 116, 55, 42, 22
2023/2/10, 100, 109, 56, 35, 19
2023/2/11, 126, 128, 58, 39, 25
2023/2/12, 125, 107, 49, 28, 18
2023/2/13, 152, 128, 70, 38, 29
2023/2/14, 135, 132, 40, 31, 24
2023/2/15, 66, 103, 49, 21, 11
2023/2/16, 162, 111, 54, 33, 22
2023/2/17, 99, 111, 46, 26, 18
2023/2/18, 117, 122, 55, 37, 21
2023/2/19, 49, 77, 45, 16, 12
2023/2/20, 97, 126, 51, 48, 24
2023/2/21, 77, 90, 47, , 15
2023/2/22, 80, 100, 42, , 14
2023/2/23, 79, 91, 45, , 14
2023/2/24, 64, 95, 47, , 14
2023/2/25, 72, 98, 47, , 19
2023/2/26, 52, 101, 51, , 12
2023/2/27, 57, 93, 36, 12, 16
2023/2/28, 65, 85, 38, 15, 13
2023/3/1, 85, 102, 48, 25, 18
2023/3/2, 89, 112, 59, 26, 20
2023/3/3, 79, 111, 58, 28, 19
2023/3/4, 89, 128, 61, 30, 24
2023/3/5, 98, 139, 64, 32, 26
2023/3/6, 76, 121, 61, 27, 20
2023/3/7, 48, 106, 51, 19, 14
2023/3/8, 56, 112, 56, 21, 16
2023/3/9, 95, 148, 74, 34, 25
2023/3/10, 20, 42, 26, 4, 5
2023/3/11, 35, 54, 30, 7, 9
2023/3/12, 79, 103, 46, 35, 17
2023/3/13, 85, 122, 58, 27, 28
2023/3/14, 14, 61, 23, 2, 4
2023/3/15, 45, 65, 37, 13, 12
2023/3/16, 52, 70, 38, 15, 12
2023/3/17, 62, 94, 46, 24, 12
2023/3/18, 50, 85, 38, 22, 12
2023/3/19, 39, 76, 42, 22, 13
2023/3/20, 48, 89, 54, 23, 14
2023/3/21, 59, 109, 32, 17, 21
2023/3/22, 21, 34, 30, 3, 6
2023/3/23, 34, 64, 33, 10, 10
2023/3/24, 38, 79, 42, 17, 11
2023/3/25, 49, 90, 39, 24, 12
2023/3/26, 46, 77, 41, 19, 12
2023/3/27, 42, 84, 44, 18, 13
2023/3/28, 42, 82, 47, 18, 13
2023/3/29, 41, 88, 45, 17, 13
2023/3/30, 29, 86, 45, 29, 12
2023/3/31, 48, 139, 43, 16, 16
2022/10/1, 21, 31, 17, 3, 
2022/10/2, 23, 58, 26, 4, 
2022/10/3, 34, 74, 27, 10, 
2022/10/4, 36, 90, 31, 20, 
2022/10/5, 46, 88, 30, 21, 
2022/10/6, 37, 78, 25, 11, 
2022/10/7, 32, 38, 20, 3, 
2022/10/8, 13, 85, 32, 16, 
2022/10/9, 59, 103, 38, 19, 
2022/10/10, 60, 105, 36, 17, 
2022/10/11, 49, 83, 34, 9, 
2022/10/12, 31, 100, 35, 12, 
2022/10/13, 53, 93, 33, 9, 
2022/10/14, 47, 65, 26, 7, 
2022/10/15, 34, 75, 26, 10, 
2022/10/16, 46, 97, 34, 17, 
2022/10/17, 45, 123, 38, 25, 
2022/10/18, 69, 122, 43, 23, 
2022/10/19, 68, 89, 34, 10, 
2022/10/20, 36, 96, 33, 10, 
2022/10/21, 48, 113, 31, 9, 
2022/10/22, 45, 136, 35, 14, 
2022/10/23, 55, 148, 38, 18, 
2022/10/24, 61, 76, 21, 7, 
2022/10/25, 23, 80, 29, 8, 
2022/10/26, 47, 83, 29, 8, 
2022/10/27, 32, 109, 34, 24, 
2022/10/28, 55, 73, 28, 10, 
2022/10/29, 22, 32, 24, 3, 
2022/10/30, 17, 39, 31, 4, 
2022/10/31, 44, 73, 32, 9, 1
2022/11/1, 52, 95, 40, 11, 14
2022/11/2, 78, 116, 42, 16, 20
2022/11/3, 83, 121, 44, 25, 28
2022/11/4, 111, 118, 39, 18, 23
2022/11/5, 85, 136, 41, 19, 22
2022/11/6, 108, 133, 41, 20, 23
2022/11/7, 99, 138, 44, 23, 22
2022/11/8, 87, 135, 42, 22, 29
2022/11/9, 95, 109, 33, 14, 16
2022/11/10, 58, 59, 25, 6, 8
2022/11/11, 24, 92, 30, 17, 16
2022/11/12, 57, 116, 34, 17, 21
2022/11/13, 76, 127, 41, 25, 26
2022/11/14, 107, 131, 42, 27, 30
2022/11/15, 109, 144, 44, 27, 25
2022/11/16, 86, 277, 45, 31, 34
2022/11/17, 120, 84, 35, 18, 19
2022/11/18, 42, 23, 21, 3, 8
2022/11/19, 19, 50, 31, 16, 18
2022/11/20, 75, 70, 38, 26, 21
2022/11/21, 93, 67, 42, 22, 18
2022/11/22, 80, 52, 38, 18, 16
2022/11/23, 47, 71, 33, 14, 14
2022/11/24, 43, 63, 30, 8, 10
2022/11/25, 30, 88, 26, 24, 12
2022/11/26, 50, 189, 34, 22, 25
2022/11/27, 94, 22, 18, 5, 7
2022/11/28, 32, 27, 27, 10, 10
2022/11/29, 47, 33, 29, 10, 9
2022/11/30, 34, 72, 47, 38, 27
2022/12/1, 134, 85, 43, 35, 29
2022/12/2, 122, 88, 44, 35, 27
2022/12/3, 137, 96, 42, 39, 31
2022/12/4, 156, 102, 50, 37, 29
2022/12/5, 129, 106, 54, 35, 38
2022/12/6, 103, 108, 57, 47, 44
2022/12/7, 112, , 52, 48, 36
2022/12/8, 115, , 46, 39, 32
2022/12/9, 116, , 48, 57, 39
2022/12/10, 128, , 34, 33, 15
2022/12/11, 50, 32, 28, 9, 11
2022/12/12, 26, 29, 29, 13, 10
2022/12/13, 27, 72, 37, 24, 16
2022/12/14, 48, 47, 39, 23, 25
2022/12/15, 61, 27, 26, 7, 8
2022/12/16, 24, 38, 33, 13, 13
2022/12/17, 26, 105, 56, 24, 31
2022/12/18, 82, 111, 52, 37, 31
2022/12/19, 95, 70, 39, 18, 17
2022/12/20, 55, 158, 56, 40, 31
2022/12/21, 109, 107, 44, 52, 33
2022/12/27, 71, 113, 61, 28, 24
2022/12/28, 179, 116, 42, 40, 24
2022/12/29, 1848, 103, 55, 40, 25
2022/7/1, 34, 47, 27, 3, 4
2022/7/2, 23, 44, 24, 1, 5
2022/7/3, 41, 49, 22, 2, 6
2022/7/4, 19, 51, 25, 2, 3
2022/7/5, 26, 34, 24, 3, 3
2022/7/6, 19, 41, 25, 2, 2
2022/7/7, 37, 46, 25, 2, 2
2022/7/8, 25, 48, 23, 2, 2
2022/7/9, 163, 38, 26, 6, 3
2022/7/10, 108, 30, 18, 1, 4
2022/7/11, 497, 17, 18, 2, 16
2022/7/12, 146, 31, 24, 4, 1
2022/7/15, 4, 23, 19, 1, 1
2022/7/16, 6, 45, 23, 7, 1
2022/7/17, 3, 44, 25, 3, 2
2022/7/18, 10, 41, 25, 2, 1
2022/7/19, 5, 38, 23, 2, 2
2022/7/20, 7, 39, 24, 1, 2
2022/7/21, 19, 34, 25, 1, 4
2022/7/22, 174, 36, 23, 1, 3
2022/7/23, 51, 40, 19, 1, 5
2022/7/24, 13, 47, 22, 3, 3
2022/7/25, 10, 46, 22, 1, 2
2022/7/26, 14, 52, 21, 1, 
2022/7/27, 16, 55, 26, , 
2022/7/28, 17, 54, 25, 2, 
2022/7/29, 15, 41, 26, 2, 
2022/7/30, 10, 49, 21, 2, 
2022/7/31, 15, 60, 25, 2, 1
2022/8/1, 15, 73, 31, 5, 
2022/8/2, 19, 64, 25, 1, 
2022/8/3, 25, 44, 24, , 
2022/8/4, 16, 43, 26, 1, 
2022/8/5, 13, 44, 22, 1, 
2022/8/6, 11, 51, 19, 1, 
2022/8/7, 10, , , , 
2022/8/10, 17, 42, 24, 1, 
2022/8/11, 15, 49, 23, 3, 
2022/8/12, 15, 41, 26, 1, 
2022/8/13, 15, 28, 27, 1, 
2022/8/14, 12, 62, 25, 3, 
2022/8/15, 15, 78, 25, 2, 
2022/8/16, 18, 51, 18, 1, 
2022/8/17, 15, 35, 21, 1, 
2022/8/18, 11, 46, 27, 2, 
2022/8/19, 13, 48, 26, 1, 
2022/8/20, 14, 53, 23, 1, 
2022/8/21, 13, 68, 24, 1, 
2022/8/22, 15, 51, 25, 2, 
2022/8/23, 20, 37, 26, 2, 
2022/8/24, 14, 69, 27, 2, 
2022/8/25, 20, 66, 27, 3, 
2022/8/26, 15, 64, 23, 2, 
2022/8/27, 15, 32, 24, 1, 
2022/8/28, 13, 52, 23, 1, 
2022/8/29, 17, 63, 25, 4, 
2022/8/30, 23, 73, 29, 4, 
2022/8/31, 18, 76, 30, 3, 
2022/9/1, 17, 69, 32, 4, 
2022/9/2, 18, 67, 26, 4, 
2022/9/3, 14, 31, 15, 1, 
2022/9/4, 13, 52, 25, , 
2022/9/5, 14, 79, 32, 6, 
2022/9/6, 22, 88, 34, 5, 
2022/9/7, 29, 90, 36, 6, 
2022/9/8, 23, 111, 40, 5, 
2022/9/9, 28, 96, 36, 3, 
2022/9/10, 28, 64, 28, 6, 
2022/9/11, 19, 81, 29, 2, 
2022/9/12, 16, 100, 38, 4, 
2022/9/13, 30, 71, 33, 2, 
2022/9/14, 16, 63, 25, 2, 
2022/9/15, 13, 50, 24, 1, 
2022/9/16, 17, 31, 21, 1, 
2022/9/17, 15, 31, 21, 1, 
2022/9/18, 21, 2, 32, 4, 
2022/9/19, 28, 3, 32, 6, 
2022/9/20, 20, 3, 28, 1, 
2022/9/21, 16, 2, 25, 1, 
2022/9/22, 20, 2, 35, 7, 
2022/9/23, 31, 3, 31, 3, 
2022/9/24, 25, 2, 27, 1, 
2022/9/25, 24, 2, 35, 4, 
2022/9/26, 25, 66, 37, 9, 
2022/9/27, 28, 93, 31, 6, 
2022/9/28, 26, 50, 30, 3, 
2022/9/29, 21, 65, 33, 5, 
2022/9/30, 27, 64, 22, 1, 
2022/4/1, 121, 66, 19, 11, 
2022/4/2, 104, 63, 18, 11, 
2022/4/3, 97, 72, 15, 8, 
2022/4/4, 103, 43, 18, 8, 
2022/4/5, 70, 74, 19, 12, 
2022/4/6, 129, 86, 27, 14, 2
2022/4/7, 88, 80, 41, 14, 8
2022/4/8, 27, 230, 32, 12, 5
2022/4/9, 41, 34, 34, 8, 7
2022/4/10, 24, 33, 33, 5, 5
2022/4/11, 19, 58, 43, 16, 9
2022/4/12, 49, 46, 45, 11, 11
2022/4/13, 33, 35, 44, 8, 10
2022/4/14, 31, 58, 40, 10, 10
2022/4/15, 34, 63, 38, 15, 14
2022/4/16, 33, 64, 37, 14, 15
2022/4/17, 43, 84, 39, 18, 12
2022/4/18, 39, 99, 43, 17, 12
2022/4/19, 35, 85, 25, 9, 9
2022/4/20, 39, 42, 32, 11, 6
2022/4/21, 312, 110, 38, 13, 7
2022/4/22, 45, 81, 37, 10, 7
2022/4/23, 20, 49, 33, 10, 6
2022/4/24, 18, 79, 27, 5, 4
2022/4/25, 23, 41, 35, 6, 1
2022/4/26, 17, 53, 36, 13, 
2022/4/27, 22, 62, 30, 7, 3
2022/4/28, 20, 70, 36, 14, 
2022/4/29, 27, 70, 34, 11, 
2022/4/30, 33, 70, 35, 13, 
2022/5/1, 25, 75, 37, 12, 4
2022/5/2, 19, 96, 40, 12, 5
2022/5/3, 20, 91, 33, 7, 9
2022/5/4, 25, 51, 26, 5, 3
2022/5/5, 16, 57, 36, 8, 7
2022/5/6, 21, 47, 33, 4, 6
2022/5/7, 13, 59, 28, 6, 9
2022/5/8, 21, 61, 24, 5, 4
2022/5/9, 15, 41, 31, 3, 2
2022/5/10, 24, 50, 34, 4, 9
2022/5/11, 30, 52, 31, 3, 6
2022/5/12, 15, 49, 37, 6, 9
2022/5/13, 18, 48, 32, 6, 7
2022/5/14, 21, 63, 33, 10, 5
2022/5/15, 20, 76, 29, 6, 6
2022/5/16, 22, 77, 38, 6, 8
2022/5/17, 49, 68, 34, 6, 6
2022/5/18, 33, 61, 36, 11, 5
2022/5/19, 25, 74, 36, 7, 5
2022/5/20, 21, 67, 34, 8, 4
2022/5/21, 21, 44, 21, 5, 3
2022/5/22, 21, 72, 31, 7, 3
2022/5/23, 18, 35, 24, 2, 2
2022/5/24, 15, 58, 31, 7, 5
2022/5/25, 15, 60, 36, 7, 6
2022/5/26, 16, 83, 28, 2, 4
2022/5/27, 18, 76, 32, 3, 3
2022/5/28, 18, 42, 34, 4, 2
2022/5/29, 16, 45, 37, 5, 5
2022/5/30, 20, 37, 32, 5, 6
2022/5/31, 16, 62, 33, 12, 6
2022/6/1, 16, 69, 32, 8, 6
2022/6/2, 23, 52, 29, 9, 6
2022/6/3, 21, 19, 26, 5, 3
2022/6/4, 11, 27, 28, 5, 4
2022/6/5, 10, 32, 31, 5, 4
2022/6/6, 14, 28, 34, 4, 5
2022/6/7, 11, 36, 31, 4, 5
2022/6/8, 10, 36, 30, 2, 3
2022/6/9, 12, 24, 31, 2, 6
2022/6/10, 11, 27, 26, 2, 4
2022/6/11, 12, 32, 26, 3, 3
2022/6/12, 17, 55, 30, 4, 3
2022/6/13, 18, 63, 33, 5, 4
2022/6/14, 16, 62, 31, 5, 6
2022/6/15, 23, 73, 34, 4, 6
2022/6/16, 25, 57, 28, 4, 5
2022/6/17, 23, 44, 25, 4, 4
2022/6/18, 15, 47, 25, 2, 5
2022/6/19, 18, 59, 33, 4, 4
2022/6/20, 17, 62, 30, 3, 4
2022/6/21, 27, 51, 31, 2, 4
2022/6/22, 20, 48, 28, 2, 5
2022/6/23, 37, 56, 27, 3, 4
2022/6/24, 29, 48, 25, 2, 4
2022/6/25, 28, 22, 21, 1, 4
2022/6/26, 23, , , , 
2022/6/30, 53, 59, 30, 4, 6
2022/1/3, 220, 80, 20, 28, 
2022/1/4, 193, 86, 22, 26, 
2022/1/5, 221, 100, 24, 31, 
2022/1/6, 255, 98, 24, 26, 
2022/1/7, 220, 142, 22, 22, 
2022/1/8, 215, 71, 22, 15, 
2022/1/9, 185, 127, 20, 23, 
2022/1/10, 265, 76, 20, 13, 
2022/1/11, 185, 70, 22, 23, 
2022/1/12, 188, 75, 20, 23, 
2022/1/13, 199, 74, 19, 15, 
2022/1/14, 175, 78, 21, 24, 
2022/1/15, 185, 87, 23, 25, 
2022/1/16, 208, 163, 26, 37, 
2022/1/17, 250, 183, 30, 41, 
2022/1/18, 281, 130, 20, 24, 
2022/1/19, 159, 51, 21, 11, 
2022/1/20, 112, 91, 24, 21, 
2022/1/21, 218, 79, 20, 24, 
2022/1/22, 213, 34, 16, 6, 
2022/1/23, 89, 53, 19, 5, 
2022/1/24, 146, 55, 19, 10, 
2022/1/25, 161, 74, 23, 22, 
2022/1/26, 252, 80, 22, 25, 
2022/1/27, 382, 75, 21, 18, 
2022/1/28, 172, 69, 20, 14, 
2022/1/29, 175, 57, 22, 10, 
2022/1/30, 152, 67, 22, 10, 
2022/1/31, 176, 81, 23, 21, 
2022/2/1, 204, 73, 22, 18, 
2022/2/2, 175, 66, 21, 14, 
2022/2/3, 152, 77, 22, 14, 
2022/2/4, 173, 86, 22, 21, 
2022/2/5, 194, 84, 22, 23, 
2022/2/6, 195, 115, 23, 27, 
2022/2/7, 204, 94, 25, 28, 
2022/2/8, 198, 81, 23, 20, 
2022/2/9, 176, 68, 21, 12, 
2022/2/10, 160, 67, 19, 10, 
2022/2/11, 152, 73, 19, 17, 
2022/2/12, 171, 76, 20, 20, 
2022/2/13, 188, 66, 20, 15, 
2022/2/14, 144, 69, 20, 20, 
2022/2/15, 182, 74, 18, 16, 
2022/2/16, 162, 61, 17, 10, 
2022/2/17, 138, 68, 20, 11, 
2022/2/18, 150, 79, 20, 19, 
2022/2/19, 190, 70, 20, 21, 
2022/2/20, 156, 51, 21, 9, 
2022/2/21, 135, 93, 22, 25, 
2022/2/22, 213, 82, 22, 17, 
2022/2/23, 172, 83, 22, 20, 
2022/2/24, 179, 73, 23, 17, 
2022/2/25, 154, 77, 21, 16, 
2022/2/26, 159, 71, 18, 15, 
2022/2/27, 153, 67, 19, 11, 
2022/2/28, 146, , , , 
2022/3/13, 121, 50, 18, 7, 
2022/3/14, 121, 44, 12, 2, 
2022/3/15, 92, 48, 17, 8, 
2022/3/16, 94, 49, 15, 8, 
2022/3/17, 92, 47, 15, 5, 
2022/3/18, 88, 48, 15, 7, 
2022/3/19, 88, 60, 17, 9, 
2022/3/20, 121, 60, 19, 14, 
2022/3/21, 123, 72, 21, 19, 
2022/3/22, 141, 61, 18, 11, 
2022/3/23, 98, 54, 17, 7, 
2022/3/24, 74, 69, 18, 9, 
2022/3/25, 142, 56, 19, 11, 
2022/3/26, 110, 61, 19, 12, 
2022/3/27, 121, 63, 17, 10, 
2022/3/28, 118, 54, 18, 9, 
2022/3/29, 91, 38, 14, 6, 
2022/3/30, 78, 50, 19, 9, 
2022/3/31, 113, 65, 20, 12, 
2021/10/1, 94, 46, 11, 1, 
2021/10/2, 70, 28, 9, , 
2021/10/3, 72, 54, 13, 5, 
2021/10/4, 123, 55, 13, 3, 
2021/10/5, 84, 54, 13, 4, 
2021/10/6, 71, 58, 15, 3, 
2021/10/7, 90, 60, 13, , 
2021/10/8, 113, , , , 
2021/10/10, 118, 60, 15, 3, 
2021/10/11, 100, 65, 16, 4, 
2021/10/12, 103, 64, 15, 4, 
2021/10/13, 123, 58, 11, 2, 
2021/10/14, 107, 28, 10, 2, 
2021/10/15, 50, 64, 15, 7, 
2021/10/16, 124, 60, 14, 6, 
2021/10/17, 116, 70, 17, 8, 
2021/10/18, 155, 66, 16, 7, 
2021/10/19, 126, 72, 16, 7, 
2021/10/20, 141, 69, 16, 8, 
2021/10/21, 129, 73, 17, 9, 
2021/10/22, 129, 82, 17, 11, 
2021/10/23, 134, 75, 16, 8, 
2021/10/24, 120, 76, 16, 7, 
2021/10/25, 129, 74, 17, 8, 
2021/10/26, 127, 75, 17, 8, 
2021/10/27, 120, 86, 18, 20, 
2021/10/28, 141, 67, 13, 3, 
2021/10/29, 102, 66, 16, , 
2021/10/30, 123, 70, 15, 10, 
2021/10/31, 130, 73, 17, 3, 
2021/11/1, 111, 62, 15, , 
2021/11/2, 90, 91, 18, , 
2021/11/3, 157, 88, 14, , 
2021/11/4, 149, 46, 9, , 
2021/11/5, 88, 64, 14, , 
2021/11/6, 130, 72, 17, , 
2021/11/7, 146, 97, 18, , 
2021/11/8, 160, 76, 19, , 
2021/11/9, 129, 103, 20, , 
2021/11/10, 180, 78, 19, , 
2021/11/11, 159, 79, 19, , 
2021/11/12, 160, 96, 20, 2, 
2021/11/13, 177, 119, 19, , 
2021/11/14, 159, 85, 20, , 
2021/11/15, 164, 88, 19, , 
2021/11/16, 151, 68, 15, , 
2021/11/17, 65, 68, 16, , 
2021/11/18, 124, 52, 14, , 
2021/11/19, 79, 50, 14, , 
2021/11/20, 127, 32, 12, , 
2021/11/21, 86, 63, 18, , 
2021/11/22, 180, 68, 19, , 
2021/11/23, 174, 81, 30, 15, 
2021/11/24, 203, 516, 23, 20, 
2021/11/26, 170, , 17, 17, 
2021/11/27, 166, , 14, 5, 
2021/11/28, 81, , 17, 15, 
2021/11/29, 175, 65, 18, 20, 
2021/11/30, 181, 81, 19, 22, 
2021/12/1, 195, 137, 21, 29, 
2021/12/2, 183, 112, 22, 33, 
2021/12/3, 212, 96, 20, 30, 
2021/12/4, 208, 182, 23, 40, 
2021/12/5, 304, 84, 19, 26, 
2021/12/6, 184, 86, 17, 25, 
2021/12/7, 169, 146, 20, 28, 
2021/12/8, 188, 133, 21, 29, 
2021/12/9, 203, 120, 16, 19, 
2021/12/10, 188, 46, 15, 8, 
2021/12/11, 116, 79, 19, 30, 
2021/12/12, 193, 129, 22, 39, 
2021/12/13, 226, 134, 21, 33, 
2021/12/14, 215, 79, 15, 20, 
2021/12/15, 162, 54, 15, 12, 
2021/12/16, 127, 81, 17, 32, 
2021/12/17, 201, 117, 22, 41, 
2021/12/18, 222, 86, 23, 40, 
2021/12/19, 219, 59, 21, 18, 
2021/12/20, 118, 84, 21, 27, 
2021/12/21, 197, 101, 19, 23, 
2021/12/22, 200, 68, 17, 18, 
2021/12/23, 172, 83, 20, 25, 
2021/12/24, 190, 83, 20, 20, 
2021/12/25, 197, 123, 24, 47, 
2021/12/26, 267, 110, 25, 44, 
2021/12/27, 250, 147, 24, 39, 
2021/12/28, 235, 125, 22, 39, 
2021/12/29, 224, 91, 26, 36, 
2021/12/30, 229, 91, 19, 32, 
2021/12/31, 193, 54, 17, 18, 
2022/1/1, 141, 82, 20, 36, 
2022/1/2, 197, 115, 20, 38, 
2021/7/1, 40, 39, 8, , 
2021/7/2, 59, 50, 8, 2, 
2021/7/3, 67, 63, 7, 1, 
2021/7/4, 72, 59, 8, 2, 
2021/7/5, 83, 62, 9, 2, 
2021/7/6, 81, 64, 9, 1, 
2021/7/7, 79, 64, 13, 3, 
2021/7/8, 89, 56, 8, , 
2021/7/9, 79, 47, 9, 4, 
2021/7/10, 61, 66, 9, 1, 
2021/7/11, 79, 50, 6, , 
2021/7/12, 68, 43, 6, , 
2021/7/13, 48, 57, 7, , 
2021/7/14, 58, 56, 8, 3, 
2021/7/15, 69, 44, 8, , 
2021/7/16, 71, 57, 8, , 
2021/7/17, 66, 72, 9, , 
2021/7/18, 82, 73, 9, , 
2021/7/19, 78, 76, 8, , 
2021/7/20, 97, 63, 8, , 
2021/7/21, 74, 55, 8, , 
2021/7/22, 63, 63, 9, 1, 
2021/7/23, 75, 54, 6, , 
2021/7/24, 48, 36, 5, , 
2021/7/25, 62, 53, 7, , 
2021/7/26, 65, 49, 9, 3, 
2021/7/27, 75, 58, 10, , 
2021/7/28, 104, 60, 10, 1, 
2021/7/29, 61, 48, 8, , 
2021/7/30, 68, 48, 5, , 
2021/7/31, 84, 54, 9, 2, 
2021/8/1, 123, 51, 10, , 
2021/8/2, 90, 43, 10, , 
2021/8/3, 76, 61, 8, , 
2021/8/4, 154, 75, 9, , 
2021/8/5, 158, 56, 10, 1, 
2021/8/6, 76, 47, 10, , 
2021/8/7, 76, 43, 7, , 
2021/8/8, 105, 66, 10, , 
2021/8/9, 171, 91, 14, 4, 
2021/8/10, 219, 82, 13, 2, 
2021/8/11, 179, 69, 13, , 
2021/8/12, 152, 44, 12, , 
2021/8/13, 138, 38, 10, , 
2021/8/14, 72, 46, 10, , 
2021/8/15, 66, 46, 11, 1, 
2021/8/16, 65, 50, 12, , 
2021/8/17, 62, 39, 9, , 
2021/8/18, 61, 31, 8, , 
2021/8/19, 55, 38, 9, 2, 
2021/8/20, 60, 21, 11, , 
2021/8/21, 47, 8, 10, , 
2021/8/22, 66, 8, 8, , 
2021/8/23, 72, 8, 6, , 
2021/8/24, 60, 8, 7, , 
2021/8/25, 59, 11, 7, , 
2021/8/26, 65, 9, 8, , 
2021/8/27, 64, 9, 10, , 
2021/8/28, 70, 8, 10, 2, 
2021/8/29, 65, 10, 12, 2, 
2021/8/30, 65, 9, 13, 3, 
2021/8/31, 57, 10, 13, 1, 
2021/9/1, 68, 10, 11, , 
2021/9/2, 68, 25, 9, , 
2021/9/3, 66, 9, 7, , 
2021/9/4, 61, 8, 10, , 
2021/9/5, 60, 8, 11, 1, 
2021/9/6, 60, 9, 9, , 
2021/9/7, 74, , , , 
2021/9/12, 78, 8, 12, 1, 
2021/9/13, 50, 10, 12, , 
2021/9/14, 65, 11, 11, , 
2021/9/15, 85, 9, 12, 2, 
2021/9/16, 83, 9, 13, 1, 
2021/9/17, 58, 10, 14, 5, 
2021/9/18, 81, 8, 13, , 
2021/9/19, 70, 11, 13, , 
2021/9/20, 81, 8, 10, , 
2021/9/21, 78, 13, 10, 2, 
2021/9/22, 87, 8, 12, 1, 
