date, pm25, pm10, o3, no2, so2, co
2025/4/1, 2, , , 13, 5, 2
2025/4/2, 3, 133, , 16, 7, 6
2025/4/3, 11, 141, 8, 22, 14, 6
2025/4/4, 56, 81, 11, 21, 6, 2
2025/4/5, 26, 708, 15, 21, 6, 3
2025/4/6, 107, 82, 12, 23, 8, 2
2025/4/7, 27, 148, 11, 29, 8, 3
2025/4/8, 36, 264, 12, 29, 8, 2
2025/4/9, 66, 171, 13, 18, 9, 2
2025/4/10, 49, 247, 15, 5, 2, 1
2025/4/11, 33, 79, 10, 20, 11, 6
2025/4/12, 35, 65, 16, 15, 7, 6
2025/4/13, 20, 116, 11, 36, 15, 3
2025/4/14, 33, 124, 12, 31, 13, 2
2025/4/15, 33, 222, 16, 19, 4, 6
2025/4/16, 48, 105, 6, 36, 2, 1
2025/4/17, 26, , , , , 
2025/1/1, 129, 132, 5, 27, 50, 12
2025/1/2, 129, 121, 9, 25, 49, 7
2025/1/3, 91, 157, 3, 34, 59, 12
2025/1/4, 154, 127, 5, 30, 40, 11
2025/1/5, 146, 122, 8, 27, 43, 14
2025/1/6, 127, 64, 20, 12, 20, 9
2025/1/7, 41, 88, 11, 18, 33, 5
2025/1/8, 72, 66, 17, 7, 26, 3
2025/1/9, 42, 68, 15, 14, 39, 4
2025/1/10, 41, 110, 4, 24, 51, 7
2025/1/11, 106, 101, 6, 22, 55, 4
2025/1/12, 84, 96, 13, 16, 41, 7
2025/1/13, 88, 80, 8, 19, 48, 7
2025/1/14, 72, 125, 2, 27, 77, 20
2025/1/15, 110, 114, 8, 24, 81, 33
2025/1/16, 73, 92, 15, 18, 48, 4
2025/1/17, 54, 150, 6, 28, 76, 11
2025/1/18, 120, 116, 13, 21, 55, 6
2025/1/19, 74, 139, 6, 30, 61, 11
2025/1/20, 126, 100, 13, 19, 73, 5
2025/1/21, 81, 89, 10, 23, 50, 39
2025/1/22, 69, 83, 16, 17, 32, 2
2025/1/23, 53, 56, 16, 14, 16, 3
2025/1/24, 24, 26, 16, 7, 10, 2
2025/1/25, 16, 55, 13, 18, 21, 3
2025/1/26, 41, 102, 6, 27, 39, 7
2025/1/27, 111, 84, 12, 22, 44, 4
2025/1/28, 79, 57, 17, 11, 30, 3
2025/1/29, 49, 43, 15, 14, 21, 4
2025/1/30, 23, 60, 14, 18, 34, 5
2025/1/31, 47, 94, 10, 25, 43, 7
2025/2/1, 102, 79, 15, 19, 30, 4
2025/2/2, 75, 111, 6, 32, 46, 8
2025/2/3, 117, 62, 17, 16, 26, 4
2025/2/4, 60, 88, 17, 10, 25, 3
2025/2/5, 41, 56, 18, 9, 14, 2
2025/2/6, 23, 88, 8, 24, 40, 4
2025/2/7, 77, 91, 10, 20, 42, 4
2025/2/8, 72, 92, 10, 21, 34, 3
2025/2/9, 65, 58, 11, 16, 24, 3
2025/2/10, 41, 58, 11, 21, 31, 5
2025/2/11, 47, 109, 6, 30, 49, 6
2025/2/12, 106, 126, 6, 35, 46, 11
2025/2/13, 126, 97, 11, 23, 42, 4
2025/2/14, 65, 62, 12, 15, 20, 5
2025/2/15, 33, 75, 11, 19, 27, 4
2025/2/16, 47, 74, 12, 16, 28, 4
2025/2/17, 52, 105, 11, 23, 27, 6
2025/2/18, 81, 101, 11, 24, 23, 9
2025/2/19, 93, 82, 12, 20, 16, 8
2025/2/20, 71, 92, 12, 20, 21, 6
2025/2/21, 67, 101, 7, 29, 38, 4
2025/2/22, 79, 116, 9, 25, 37, 5
2025/2/23, 72, 124, 15, 21, 26, 5
2025/2/24, 77, 103, 9, 29, 38, 9
2025/2/25, 84, 117, 9, 29, 38, 11
2025/2/26, 78, 134, 12, 29, 39, 10
2025/2/27, 78, 91, 12, 19, 25, 5
2025/2/28, 50, 66, 11, 22, 25, 6
2025/3/1, 52, 60, 13, 18, 22, 4
2025/3/2, 41, 49, 16, 10, 14, 5
2025/3/3, 30, 31, 16, 9, 8, 3
2025/3/4, 18, 62, 11, 22, 21, 3
2025/3/5, 32, 63, 13, 16, 14, 2
2025/3/6, 29, 94, 13, 17, 14, 8
2025/3/7, 25, 62, 13, 12, 9, 3
2025/3/8, 32, 130, 17, 5, 6, 2
2025/3/9, 28, 56, 12, 16, 8, 5
2025/3/10, 28, 47, 15, 11, 13, 2
2025/3/11, 20, 40, 11, 15, 13, 4
2025/3/12, 25, 39, 10, 16, 13, 2
2025/3/13, 22, 38, 13, 15, 8, 
2025/3/14, 21, 52, 12, 16, 9, 
2025/3/15, 31, 73, 16, 15, 11, 
2025/3/16, 31, 38, 16, 10, 9, 
2025/3/17, 21, 92, 11, 26, 18, 
2025/3/18, 45, 97, 11, 25, 21, 4
2025/3/19, 47, 96, 11, 26, 21, 2
2025/3/20, 43, 96, 10, 27, 21, 6
2025/3/21, 46, 98, 11, 24, 21, 3
2025/3/22, 43, 85, 18, 13, 9, 2
2025/3/23, 27, 57, 15, 8, 5, 1
2025/3/24, 15, 78, 14, 13, 5, 1
2025/3/25, 13, 31, 15, 4, 3, 2
2025/3/26, 3, 37, 13, 8, 3, 3
2025/3/27, 3, 54, 13, 12, 9, 1
2025/3/28, 3, 245, 13, 19, 12, 3
2025/3/29, 1, 290, 13, 19, 10, 5
2025/3/30, 4, 386, 3, 17, 16, 6
2025/3/31, 3, 91, , 14, 6, 4
2024/12/23, 31, 62, 20, 8, 22, 32
2024/12/24, 24, 65, 16, 9, 18, 12
2024/12/25, 27, 31, 17, 5, 13, 3
2024/12/26, 42, 46, 15, 12, 24, 3
2024/12/27, 111, 123, 4, 28, 51, 12
2024/12/28, 97, 118, 8, 24, 52, 4
2024/12/29, 143, 147, 8, 31, 55, 13
2024/12/31, , 126, 7, 26, 40, 9
2024/10/17, , 105, 29, 13, 5, 2
2024/10/18, , 62, 29, 20, 10, 2
2024/10/19, , 88, 34, 15, 8, 2
2024/10/20, , 69, 24, 14, 4, 5
2024/10/21, , 69, 29, 17, 6, 6
2024/10/22, , 59, 22, 24, 10, 4
2024/10/23, , 114, 8, 39, 19, 7
2024/10/24, , 96, 14, 34, 13, 7
2024/10/25, , 55, 17, 23, 3, 5
2024/10/27, , 52, 11, 24, 13, 3
2024/10/28, , 57, 12, 21, 8, 2
2024/10/29, , 45, 16, 9, 6, 6
2024/10/30, , 31, 14, 11, 4, 7
2024/10/31, , 64, 14, 14, 3, 1
2024/11/1, , 78, 16, 13, 6, 2
2024/11/2, , 54, 17, 9, 8, 2
2024/11/3, , 39, 18, 8, 20, 2
2024/11/4, , 182, 10, 14, 17, 20
2024/11/5, , 98, 12, 16, 11, 32
2024/11/6, , 73, 14, 15, 11, 8
2024/11/7, , 77, 13, 13, 12, 3
2024/11/8, , 80, 18, 11, 7, 2
2024/11/9, , 102, 21, 15, 10, 3
2024/11/10, , 72, 18, , 8, 1
2024/11/11, , 76, 7, , 10, 3
2024/11/12, , 60, 18, , 6, 1
2024/11/13, , 111, 6, , 17, 
2024/11/14, , 79, 21, , 25, 
2024/11/15, , 114, 35, , , 
2024/11/16, , 115, 14, , 1, 
2024/11/17, , 107, 11, , 8, 
2024/11/18, , 81, 17, 29, 41, 37
2024/11/19, , 122, 6, 23, 25, 15
2024/11/20, , 135, 10, 24, 24, 3
2024/11/21, , 143, 3, 25, 39, 6
2024/11/22, , 82, 23, 8, 10, 2
2024/11/23, , 89, 11, 16, 19, 2
2024/11/24, , 101, 23, 3, 11, 4
2024/11/25, , 64, 19, 12, 30, 42
2024/11/26, , 79, 17, 7, 13, 19
2024/11/27, , 70, 20, 5, 14, 5
2024/11/28, , 33, 22, 11, 22, 4
2024/12/3, , 164, 4, 25, 28, 8
2024/12/4, , 120, 5, 23, 26, 8
2024/12/5, , 106, 10, 22, 24, 7
2024/12/6, , 71, 9, 17, 22, 5
2024/12/7, , 112, 7, 19, 42, 8
2024/12/8, , 94, 13, 16, 34, 7
2024/12/9, , 135, 5, 26, 40, 11
2024/12/10, , 101, 5, 22, 36, 8
2024/12/11, , 87, 15, 10, 30, 10
2024/12/12, , 85, 5, 21, 37, 22
2024/12/13, , 114, 3, 25, 44, 8
2024/12/14, , 144, 3, 32, 50, 13
2024/12/15, , 140, 3, 32, 50, 15
2024/12/16, , 151, 2, 34, 42, 15
2024/12/17, , 140, 8, 29, 62, 14
2024/12/18, , 50, 25, 6, 18, 21
2024/12/19, , 47, 17, 12, 16, 4
2024/12/20, , 71, 10, 18, 37, 4
2024/12/21, , 79, 16, 15, 32, 5
2024/12/22, , 72, 18, 15, 27, 10
2024/7/1, , 55, 59, 10, 2, 2
2024/7/2, , 80, 65, 10, 6, 3
2024/7/3, , 83, 61, 10, 2, 1
2024/7/4, , 80, 16, 18, 3, 2
2024/7/5, , 105, 55, 13, 5, 2
2024/7/6, , 83, 53, 11, , 2
2024/7/7, , 78, 67, 9, , 1
2024/7/8, , 86, 57, 9, , 3
2024/7/9, , 44, 56, 9, , 1
2024/7/10, , 42, 63, 6, , 2
2024/7/11, , 41, 59, 5, , 4
2024/7/12, , 17, 34, 7, , 2
2024/7/13, , 26, 26, 6, , 1
2024/7/14, , 25, 39, 6, , 2
2024/7/15, , 32, 57, 7, , 2
2024/7/16, , 50, 47, 6, , 1
2024/7/17, , 60, 40, 8, , 1
2024/7/18, , 60, 53, 8, , 4
2024/7/19, , 64, 57, 6, , 2
2024/7/20, , 54, 69, 4, , 5
2024/7/21, , 16, 36, 4, 6, 3
2024/7/22, , 21, 39, 7, 2, 2
2024/7/23, , 36, 28, 8, 2, 2
2024/7/24, , 42, 42, , 2, 1
2024/7/25, , 21, 32, , 4, 3
2024/7/26, , 23, 23, , 2, 2
2024/7/27, , 49, 38, , 2, 2
2024/7/28, , 27, 44, , 3, 2
2024/7/29, , 26, 35, , 2, 1
2024/7/30, , 39, 31, , 1, 
2024/7/31, , 48, 38, , 2, 1
2024/8/1, , 32, 39, , 4, 3
2024/8/2, , 22, 26, , 1, 1
2024/8/3, , 27, 30, , 3, 2
2024/8/4, , 62, 37, , 4, 3
2024/8/5, , 56, 37, , 1, 2
2024/8/6, , 46, 46, 6, 4, 
2024/8/7, , 68, 19, 6, 2, 3
2024/8/8, , 51, 29, 6, 4, 4
2024/8/9, , 38, 24, 6, 3, 
2024/8/10, , 55, 33, 6, 2, 1
2024/8/11, , 50, 35, 5, 2, 1
2024/8/12, , 46, 41, , 2, 9
2024/8/13, , 61, 41, , 1, 10
2024/8/14, , 60, 24, , 1, 5
2024/8/15, , 48, 54, , 1, 1
2024/8/16, , 26, 26, , 1, 
2024/8/17, , 21, 30, , 1, 4
2024/8/18, , 43, 41, , 3, 4
2024/8/19, , 37, 39, , 1, 2
2024/8/20, , 50, 24, , 1, 8
2024/8/21, , 46, 14, , 3, 5
2024/8/22, , 66, 35, , 3, 3
2024/8/23, , 48, 33, , 1, 1
2024/8/24, , 63, 32, 5, 2, 4
2024/8/25, , 44, 35, 4, 1, 3
2024/8/26, , 74, 35, 3, 2, 7
2024/8/27, , 50, 35, 3, 1, 5
2024/8/28, , 65, 32, 3, 2, 4
2024/8/29, , 43, 30, 2, 1, 3
2024/8/30, , 48, 36, 2, , 3
2024/8/31, , 27, 23, , 5, 3
2024/9/1, , 66, 40, 4, 2, 1
2024/9/2, , 35, 31, 4, 1, 3
2024/9/3, , 65, 27, 3, 1, 2
2024/9/4, , 62, 30, , 3, 3
2024/9/5, , 54, 32, 3, 2, 4
2024/9/6, , 87, 38, 2, 8, 3
2024/9/7, , 87, 51, 3, 4, 2
2024/9/8, , 775, 35, , 3, 2
2024/9/10, , 59, 29, , 2, 2
2024/9/11, , 78, 34, , 1, 2
2024/9/24, , 59, 35, 17, 3, 3
2024/9/25, , 75, 36, 13, 3, 2
2024/9/26, , 75, 10, 24, 8, 3
2024/9/27, , 77, 12, 14, 6, 6
2024/9/28, , 45, , , , 
2024/4/1, , 31, 66, 27, 2, 1
2024/4/2, , 31, 58, 19, 3, 4
2024/4/3, , 31, 58, 14, 2, 1
2024/4/4, , 29, 46, 21, 8, 2
2024/4/5, , 43, 40, 22, 6, 3
2024/4/6, , 67, 37, 18, 5, 2
2024/4/7, , 58, 37, 15, 4, 2
2024/4/8, , 57, 22, 20, 4, 3
2024/4/9, , 42, 24, 21, 4, 1
2024/4/10, , 53, 28, 22, 4, 1
2024/4/11, , 53, 21, 19, 5, 4
2024/4/12, , 63, 28, 10, 3, 2
2024/4/13, , 544, 28, 5, 6, 2
2024/4/14, , 166, 21, 18, 9, 1
2024/4/15, , 60, 17, 13, 7, 1
2024/4/16, , 54, 12, 15, 6, 6
2024/4/17, , 51, 19, 11, 5, 3
2024/4/18, , 36, 14, 16, 5, 8
2024/4/19, , 58, 14, 16, 7, 
2024/4/20, , 70, 14, 12, 4, 
2024/4/21, , 23, 13, 12, 5, 
2024/4/22, , 29, 14, 18, 7, 
2024/4/23, , 43, 14, 14, 2, 
2024/4/24, , 28, 11, 16, 4, 
2024/4/25, , 26, 11, 13, 4, 
2024/4/26, , 22, 9, 15, 4, 
2024/4/27, , 39, 9, 14, 4, 
2024/4/28, , 48, 8, 20, 7, 
2024/4/29, , 63, 9, 17, 6, 
2024/4/30, , 55, 9, 20, 8, 
2024/5/1, , 87, 10, 15, 5, 
2024/5/2, , 73, 9, 18, 6, 
2024/5/3, , 89, 9, 14, 5, 
2024/5/4, , 48, 11, 11, 2, 
2024/5/5, , 41, 9, 17, 2, 
2024/5/6, , 40, 9, 16, , 
2024/5/7, , 64, 9, 15, , 
2024/5/8, , 130, 8, 15, 9, 1
2024/5/9, , 56, 10, 7, 5, 
2024/5/10, , 53, 8, 13, 6, 17
2024/5/11, , 59, 7, 17, 2, 19
2024/5/12, , 72, 10, 10, 3, 1
2024/5/13, , 75, 7, 15, 7, 1
2024/5/14, , 63, 7, 16, 4, 1
2024/5/15, , 96, 7, 22, 7, 
2024/5/16, , 108, 8, 17, 4, 
2024/5/17, , 75, 7, 13, 4, 
2024/5/18, , 39, 7, 19, 4, 
2024/5/19, , 69, 9, 18, 1, 
2024/5/20, , 81, 7, 20, 4, 
2024/5/21, , 69, 6, 21, 3, 
2024/5/22, , 65, 8, 27, 4, 
2024/5/23, , 41, 6, 26, 3, 
2024/5/24, , 23, 9, 22, 3, 
2024/5/25, , 41, 8, 18, 2, 
2024/5/26, , 44, 8, 16, 4, 
2024/5/27, , 45, 7, 15, 5, 
2024/5/28, , 43, 7, 10, 1, 
2024/5/29, , 21, 7, 13, 3, 
2024/5/30, , 23, 7, 16, 2, 
2024/5/31, , 32, 7, 14, 2, 
2024/6/1, , 52, 8, 12, 2, 
2024/6/2, , 51, 9, 9, 2, 
2024/6/3, , 34, 5, 13, 1, 
2024/6/4, , 68, , 12, 3, 
2024/6/5, , 74, , 13, 2, 
2024/6/6, , 28, , 18, 4, 
2024/6/7, , 55, , 18, 3, 
2024/6/8, , 49, , 16, 2, 
2024/6/9, , 59, 64, 17, 4, 
2024/6/10, , 56, 69, 15, 3, 
2024/6/12, , 52, 68, 10, 1, 16
2024/6/13, , 52, 68, 13, 2, 
2024/6/14, , 60, 58, 12, 2, 
2024/6/15, , 58, 53, 15, 3, 
2024/6/16, , 104, 67, 14, 3, 
2024/6/17, , 81, 72, 14, 4, 
2024/6/18, , 84, 80, 13, 3, 
2024/6/19, , 30, 85, 11, 3, 1
2024/6/20, , 28, 62, 11, 5, 5
2024/6/21, , 49, , , , 
2024/6/24, , 52, 44, 13, 1, 2
2024/6/25, , 45, 45, 12, 2, 1
2024/6/26, , 40, 34, 12, 3, 3
2024/6/27, , 38, 50, 8, 2, 1
2024/6/28, , 45, 47, 7, 1, 1
2024/6/29, , 40, 26, 11, 3, 2
2024/6/30, , 58, 44, 10, 4, 1
2024/1/1, , 110, 24, 32, 51, 9
2024/1/2, , 116, 35, 26, 36, 3
2024/1/3, , 78, 38, 22, 19, 3
2024/1/4, , 54, 24, 31, 23, 9
2024/1/5, , 94, 30, 23, 30, 8
2024/1/6, , 84, 35, 22, 32, 6
2024/1/7, , 60, 24, 34, 41, 5
2024/1/8, , 107, 36, 26, 30, 8
2024/1/9, , 83, 24, 36, 30, 22
2024/1/10, , 79, 28, 38, 42, 12
2024/1/11, , 97, 50, 26, 29, 8
2024/1/12, , 72, 44, 19, 15, 6
2024/1/13, , 43, 40, 19, 25, 6
2024/1/14, , 59, 42, 15, 23, 3
2024/1/15, , 42, 45, 15, 18, 3
2024/1/16, , 39, 28, 28, 26, 6
2024/1/17, , 83, 26, 34, 34, 
2024/1/18, , 101, 35, 19, 21, 
2024/1/19, , 83, 37, 20, 19, 
2024/1/20, , 58, 38, 24, 36, 
2024/1/21, , 87, 32, 23, 35, 
2024/1/22, , 92, 28, 33, 66, 
2024/1/23, , 146, 35, 25, 48, 
2024/1/24, , 113, 27, 33, 56, 1
2024/1/25, , 120, 43, 23, 37, 2
2024/1/26, , 95, 43, 20, 26, 2
2024/1/27, , 60, 31, 32, 56, 3
2024/1/28, , 108, 37, 24, 32, 3
2024/1/29, , 83, 35, 32, 41, 7
2024/1/30, , 106, 37, 17, 34, 6
2024/1/31, , 91, 41, 19, 20, 3
2024/2/1, , 52, 39, 27, 36, 2
2024/2/2, , 91, 40, 17, 28, 
2024/2/3, , 83, 45, 13, 16, 2
2024/2/4, , 43, 42, 24, 23, 2
2024/2/5, , 58, 45, 25, 31, 21
2024/2/6, , 91, 40, 23, 30, 4
2024/2/7, , 81, 44, 22, 27, 9
2024/2/8, , 69, 38, 26, 38, 1
2024/2/9, , 90, 29, 41, 46, 3
2024/2/10, , 129, 35, 37, 40, 1
2024/2/11, , 105, 38, 39, 46, 2
2024/2/12, , 110, 44, 27, 23, 
2024/2/13, , 62, 39, 33, 31, 2
2024/2/14, , 83, 46, 23, 25, 2
2024/2/15, , 66, 42, 30, 32, 2
2024/2/16, , 77, 56, 14, 11, 1
2024/2/17, , 66, 50, 11, 17, 3
2024/2/18, , 39, 39, 23, 37, 4
2024/2/19, , 92, 44, 19, 35, 1
2024/2/20, , 72, 41, 20, 28, 1
2024/2/21, , 83, 53, 10, 14, 1
2024/2/22, , 50, 52, 22, 17, 1
2024/2/23, , 51, 33, 32, 33, 1
2024/2/24, , 112, 49, 19, 16, 1
2024/2/25, , 94, 52, 21, 12, 1
2024/2/26, , 85, 45, 23, 21, 1
2024/2/27, , 80, 54, 29, 21, 1
2024/2/28, , 87, 38, 36, 33, 4
2024/2/29, , 98, 41, 36, 40, 1
2024/3/1, , 107, 42, 33, 29, 1
2024/3/2, , 86, 53, 29, 23, 1
2024/3/3, , 78, 50, 35, 20, 
2024/3/4, , 77, 51, 30, 22, 
2024/3/5, , 80, 46, 27, 21, 
2024/3/6, , 50, 37, 44, 27, 
2024/3/7, , 100, 45, 29, 24, 
2024/3/8, , 77, 44, 38, 28, 
2024/3/9, , 102, 45, 31, 19, 
2024/3/10, , 82, 47, 29, 16, 
2024/3/11, , 62, 42, 29, 19, 1
2024/3/12, , 67, 39, 30, 22, 2
2024/3/13, , 73, 39, 28, 15, 15
2024/3/14, , 52, 51, 14, 9, 18
2024/3/15, , 22, 51, 18, 9, 4
2024/3/16, , 33, 55, 21, 18, 3
2024/3/17, , 61, 50, 23, 17, 4
2024/3/18, , 62, 37, 30, 20, 3
2024/3/19, , 85, 48, 15, 11, 1
2024/3/20, , 37, 48, 19, 12, 2
2024/3/21, , 45, 42, 29, 20, 4
2024/3/22, , 60, 51, 17, 10, 2
2024/3/23, , 37, 51, 16, 9, 2
2024/3/24, , 39, 48, 16, 7, 2
2024/3/25, , 41, 48, 22, 10, 1
2024/3/26, , 41, 64, 10, 3, 1
2024/3/27, , 38, 56, 15, 8, 
2024/3/28, , 47, 59, 12, 5, 
2024/3/29, , 22, 50, 22, 13, 
2024/3/30, , 56, 56, 24, 9, 
2024/3/31, , 52, 54, 19, 12, 9
2023/10/1, , 79, 37, 8, 5, 2
2023/10/2, , 61, 42, 9, 3, 2
2023/10/3, , 63, 38, 13, 5, 3
2023/10/4, , 96, 40, 10, 4, 2
2023/10/5, , 77, 46, 9, 4, 19
2023/10/6, , 94, 53, 6, 2, 11
2023/10/7, , 35, 35, 12, 5, 2
2023/10/8, , 72, 36, 9, 3, 2
2023/10/9, , 70, 36, 11, 8, 1
2023/10/10, , 67, 34, 11, 2, 1
2023/10/11, , 59, 38, 13, 6, 4
2023/10/12, , 73, 35, 18, 10, 4
2023/10/13, , 95, 48, 16, 4, 3
2023/10/14, , 91, 39, 16, 3, 3
2023/10/15, , 67, 45, 13, 4, 3
2023/10/16, , 72, 42, 15, 6, 4
2023/10/17, , 68, 43, 13, 8, 16
2023/10/18, , 123, 45, 13, 5, 7
2023/10/19, , 61, 36, 21, 10, 6
2023/10/20, , 93, 37, 19, 5, 5
2023/10/21, , 94, 38, 15, 8, 3
2023/10/22, , 110, 29, 19, 9, 3
2023/10/23, , 107, 36, 16, 8, 5
2023/10/24, , 89, 30, 22, 6, 9
2023/10/25, , 89, 32, 22, 17, 4
2023/10/26, , 143, 33, 13, 10, 4
2023/10/27, , 100, , , , 
2023/10/31, , 39, 35, 17, 6, 7
2023/11/1, , 55, 37, 16, 6, 5
2023/11/2, , 35, 38, 13, 4, 5
2023/11/3, , 32, 34, 13, 2, 4
2023/11/4, , 44, 40, 24, 14, 8
2023/11/5, , 64, 53, 16, 8, 14
2023/11/6, , 45, 41, 23, 15, 9
2023/11/7, , 55, 47, 19, 11, 4
2023/11/8, , 79, 37, 22, 17, 5
2023/11/9, , 68, 27, 26, 25, 9
2023/11/10, , 103, 36, 27, 30, 9
2023/11/11, , 111, 39, 28, 25, 8
2023/11/12, , 110, 45, 21, 15, 6
2023/11/13, , 83, 28, 31, 27, 9
2023/11/14, , 114, 39, 22, 16, 9
2023/11/15, , 76, 36, 23, 20, 7
2023/11/16, , 79, 34, 25, 22, 6
2023/11/17, , 104, 18, 39, 30, 14
2023/11/18, , 130, 33, 24, 20, 10
2023/11/19, , 101, 27, 30, 19, 22
2023/11/20, , 92, 25, 25, 10, 21
2023/11/21, , 64, 48, 9, 8, 3
2023/11/22, , 46, 39, 24, 22, 8
2023/11/23, , 80, 36, 17, 16, 8
2023/11/24, , 83, 37, 22, 20, 12
2023/11/25, , 87, 30, 24, 26, 15
2023/11/26, , 96, 46, 21, 17, 5
2023/11/27, , 50, 43, 16, 11, 11
2023/11/28, , 67, 53, 15, 10, 15
2023/11/29, , 32, 27, 37, 32, 7
2023/11/30, , 113, 28, 42, 36, 11
2023/12/1, , 131, 34, 35, 31, 11
2023/12/2, , 121, 30, 39, 31, 12
2023/12/3, , 107, 30, 32, 19, 8
2023/12/4, , 98, 35, 17, 12, 5
2023/12/5, , 74, 23, 39, 28, 7
2023/12/6, , 97, 34, 35, 30, 9
2023/12/7, , 99, 40, 15, 8, 4
2023/12/8, , 45, 34, 18, 18, 8
2023/12/9, , 91, 35, 13, 16, 6
2023/12/10, , 71, 40, 14, 12, 2
2023/12/11, , 56, 38, 15, 15, 9
2023/12/12, , 82, 39, 18, 19, 3
2023/12/13, , 85, 31, 16, 16, 4
2023/12/14, , 82, 37, 18, 23, 6
2023/12/15, , 71, 23, 29, 34, 8
2023/12/16, , 116, 33, 21, 32, 12
2023/12/17, , 226, 44, 14, 16, 28
2023/12/18, , 65, 33, 22, 24, 6
2023/12/19, , 92, 37, 25, 31, 
2023/12/20, , 82, 34, 22, 35, 32
2023/12/21, , 43, 37, 21, 25, 44
2023/12/22, , 57, 28, 32, 51, 25
2023/12/23, , 111, 25, 33, 58, 6
2023/12/24, , 131, 32, 28, 36, 29
2023/12/25, , 89, 39, 19, 23, 4
2023/12/26, , 56, 33, 26, 25, 4
2023/12/27, , 63, 39, 24, 28, 4
2023/12/28, , 70, 40, 20, 19, 6
2023/12/29, , 47, 40, 25, 23, 5
2023/12/30, , 66, 45, 22, 18, 2
2023/12/31, , 51, 21, 37, 39, 7
2023/7/1, , 31, 34, 6, 2, 2
2023/7/2, , 23, 78, 7, 2, 19
2023/7/3, , 26, 58, 8, , 8
2023/7/4, , 13, 51, 4, 1, 2
2023/7/5, , 10, 53, 4, , 3
2023/7/6, , 16, 49, 6, , 4
2023/7/7, , 28, 34, 9, , 4
2023/7/8, , 38, , , , 
2023/7/16, , 24, 63, 4, 2, 2
2023/7/17, , 15, 60, 5, 1, 3
2023/7/18, , 38, 49, 7, 5, 5
2023/7/19, , 42, 57, 8, 1, 1
2023/7/20, , 29, 57, 7, 4, 11
2023/7/21, , 38, 35, 7, 5, 16
2023/7/22, , 21, 32, 6, 1, 12
2023/7/23, , 25, 54, 9, 7, 3
2023/7/24, , 26, 59, 9, 6, 1
2023/7/25, , 31, 59, 9, 3, 2
2023/7/26, , 41, 49, 9, 1, 1
2023/7/27, , 41, 49, 10, 2, 1
2023/7/28, , 61, 57, 8, 3, 
2023/7/29, , 62, 64, 9, 3, 
2023/7/30, , 73, 55, 10, 2, 
2023/7/31, , 90, 50, 9, 4, 
2023/8/1, , 68, 37, 8, 1, 
2023/8/2, , 47, 51, 5, 2, 11
2023/8/3, , 26, 42, 8, 5, 7
2023/8/4, , 48, 64, 4, 1, 3
2023/8/5, , 39, 55, 8, 2, 2
2023/8/6, , 22, 45, 8, 1, 2
2023/8/7, , 42, 52, 7, 1, 2
2023/8/8, , 37, 53, 7, 1, 3
2023/8/9, , 62, 53, 5, , 3
2023/8/10, , 32, 46, 5, , 2
2023/8/11, , 29, 48, 8, 1, 2
2023/8/12, , 42, 48, 7, 1, 6
2023/8/13, , 73, 42, 8, 1, 3
2023/8/14, , 48, 46, 6, 1, 1
2023/8/15, , 42, 47, 5, 1, 1
2023/8/16, , 53, 54, 4, 1, 2
2023/8/17, , 24, 48, 8, 5, 2
2023/8/18, , 35, 29, 9, 3, 12
2023/8/19, , 60, 55, 7, 1, 2
2023/8/20, , 51, 44, 6, 2, 2
2023/8/21, , 26, 47, 5, 2, 1
2023/8/22, , 31, 40, 7, 1, 2
2023/8/23, , 53, 27, 6, 9, 5
2023/8/24, , 34, 53, 5, 1, 16
2023/8/25, , 48, 48, 6, 1, 2
2023/8/26, , 26, 51, 5, 1, 1
2023/8/27, , 24, 47, 7, 1, 1
2023/8/28, , 40, 48, 8, 4, 
2023/8/29, , 61, 38, 7, 2, 13
2023/8/30, , 67, 55, 7, 1, 1
2023/8/31, , 39, 42, 8, 2, 
2023/9/1, , 46, 44, 9, 6, 2
2023/9/2, , 72, 47, 7, 2, 2
2023/9/3, , 37, 56, 8, 1, 2
2023/9/4, , 49, 56, 8, 5, 2
2023/9/5, , 71, 80, 9, 5, 
2023/9/6, , 72, 48, 5, 2, 12
2023/9/7, , 115, 48, 7, 1, 7
2023/9/8, , 35, 48, 6, 3, 1
2023/9/9, , 54, 47, 4, 3, 1
2023/9/10, , 31, 47, 6, 1, 1
2023/9/11, , 38, 40, 8, 4, 1
2023/9/12, , 68, 46, 8, 2, 1
2023/9/13, , 257, 39, 10, 2, 1
2023/9/14, , 1303, 33, 6, 1, 2
2023/9/15, , 25, 41, 6, 3, 1
2023/9/16, , 38, 33, 6, 2, 1
2023/9/17, , 36, 50, 6, 1, 2
2023/9/18, , 43, 37, 9, 3, 1
2023/9/19, , 59, 41, 6, 2, 4
2023/9/20, , 48, 38, 8, 1, 1
2023/9/21, , 44, 40, 8, 5, 2
2023/9/22, , 271, 48, 6, 1, 2
2023/9/23, , 23, 35, 9, 5, 2
2023/9/24, , 41, 45, 5, 2, 12
2023/9/25, , 25, 40, 6, 2, 5
2023/9/26, , 36, 33, 8, 4, 3
2023/9/27, , 50, 41, 6, 4, 1
2023/9/28, , 31, 42, 6, 1, 2
2023/9/29, , 26, 27, 8, 2, 15
2023/9/30, , 47, 30, 16, 5, 1
2023/4/1, , 73, 57, 4, 3, 2
2023/4/2, , 38, 50, 9, 8, 2
