date, pm25, pm10, o3, no2, so2, co
2016/3/23, , 31, 3, 10, 8, 3
2016/3/24, , 27, 2, 8, 25, 
2016/3/25, , 44, 2, 13, 55, 
2016/3/26, , 36, 2, 9, , 
2016/3/27, , 53, 2, 9, , 
2016/3/28, , 28, 2, 4, 5, 1
2016/3/29, , 38, 2, 11, 9, 7
2016/3/30, , 44, 2, 11, 8, 1
2016/3/31, , 25, 2, 6, 3, 2
2015/10/1, , 35, , , , 
2015/10/6, , 29, 20, 5, 2, 
2015/10/7, , 20, , , , 
2015/10/15, , 30, 21, 6, 4, 
2015/10/16, , 25, 1, 6, 1, 4
2015/10/17, , 30, , , , 
2015/11/4, , 31, 2, 16, 5, 5
2015/11/5, , 34, 1, 11, 11, 2
2015/11/6, , 35, , , , 
2015/12/3, , 55, , 40, 43, 21
2015/12/4, , 100, , , , 
2015/12/20, , 61, 2, 11, 17, 3
2015/12/21, , 51, , , , 
2015/7/1, , 3, 3, 10, 2, 3
2015/7/2, , 5, , , , 
2015/7/7, , 4, 3, 8, 2, 2
2015/7/8, , 5, , , , 
2015/8/19, , 62, 2, 8, , 3
2015/8/20, , 40, , , , 
2015/9/1, , 59, 18, 7, , 3
2015/9/2, , 34, , , , 
2015/9/10, , 44, 23, 4, , 3
2015/9/24, , 5, 15, 4, 1, 4
2015/9/25, , 6, , , , 
2015/9/30, , 31, 25, 11, 9, 
2015/4/1, , 36, , 11, , 2
2015/4/2, , 20, , 8, , 1
2015/4/3, , 24, , 3, , 1
2015/4/4, , 24, , 7, , 4
2015/4/5, , 29, , 19, , 6
2015/4/6, , 40, , 22, , 4
2015/4/7, , 44, , 19, , 2
2015/4/8, , 36, , 14, , 1
2015/4/9, , 31, , 12, , 1
2015/4/10, , 24, , , , 
2015/4/16, , 34, , 6, , 2
2015/4/17, , 104, , 3, , 
2015/4/18, , 28, , 10, , 1
2015/4/19, , 25, 3, 11, , 1
2015/4/20, , 32, 3, 9, , 
2015/4/21, , 32, 4, 13, , 
2015/4/22, , 54, 3, 12, , 1
2015/4/23, , 48, 3, 14, , 
2015/4/24, , 50, 3, 17, , 1
2015/4/25, , 62, 3, 9, , 
2015/4/26, , 68, 3, 11, , 
2015/4/27, , 54, 3, 8, , 
2015/4/28, , 48, 3, 10, , 
2015/4/29, , 56, 3, 8, , 
2015/4/30, , 29, 3, 11, 32, 2
2015/5/1, , 11, 3, 6, 23, 1
2015/5/2, , 33, 3, 10, 4, 1
2015/5/3, , 26, 3, 7, 1, 
2015/5/4, , 26, 3, 5, 4, 63
2015/5/5, , 15, 2, 5, 1, 12
2015/5/6, , 10, 2, 7, 4, 1
2015/5/7, , 23, 3, 9, 2, 2
2015/5/8, , 17, 3, 6, , 1
2015/5/9, , 20, 3, 6, , 3
2015/5/10, , 20, 4, 12, , 2
2015/5/11, , 47, 3, 12, , 1
2015/5/12, , 49, 3, 2, , 1
2015/5/13, , 56, 3, 7, , 1
2015/5/14, , 32, 2, 16, , 1
2015/5/15, , 45, , , , 
2015/5/18, , 24, 33, 14, 2, 3
2015/5/19, , 34, 7, 32, , 7
2015/5/24, , 84, 26, 13, , 5
2015/5/26, , 26, 38, 7, , 1
2015/5/27, , 28, 37, 7, , 
2015/6/24, , 33, 3, 10, 2, 2
2015/6/25, , 5, 3, 11, , 3
2015/6/26, , 6, , , , 
2015/1/1, , 122, 9, 22, 21, 3
2015/1/2, , 75, , , , 
2015/1/4, , 52, , , , 
2015/2/2, , 46, 10, 15, 17, 3
2015/2/3, , 57, 6, 29, 31, 7
2015/2/4, , 72, 1, 26, 14, 7
2015/2/5, , 65, , , , 
2015/2/9, , 86, 8, 21, 17, 6
2015/2/10, , 65, , , , 
2015/2/15, , 43, 9, 20, 18, 6
2015/2/16, , 58, 8, 23, 12, 6
2015/2/17, , 61, 13, 7, 9, 2
2015/2/18, , 50, 10, 12, 4, 3
2015/2/19, , 56, 12, 8, 5, 2
2015/2/20, , 87, 12, 5, 3, 1
2015/2/21, , 123, 9, 20, 10, 6
2015/2/22, , 51, 11, 12, 4, 3
2015/2/23, , 51, 13, 11, 6, 3
2015/2/24, , 44, 13, 12, 5, 4
2015/2/25, , 43, 12, 10, 3, 4
2015/2/26, , 40, 13, 6, 4, 2
2015/2/27, , 46, 12, 12, 6, 3
2015/2/28, , 52, 10, 16, 5, 6
2015/3/1, , 52, 15, 5, 2, 3
2015/3/2, , 89, 9, 17, 5, 6
2015/3/3, , 38, 11, 12, 3, 4
2015/3/4, , 39, 12, 14, 4, 4
2015/3/5, , 41, 13, 11, 3, 5
2015/3/6, , 38, 13, 9, 1, 8
2015/3/7, , 28, 14, 9, 4, 10
2015/3/8, , 46, 11, 19, 7, 7
2015/3/9, , 55, 13, 13, 2, 3
2015/3/10, , 41, 14, 10, 4, 5
2015/3/11, , 39, 13, 14, 3, 6
2015/3/12, , 43, 14, 7, 3, 1
2015/3/13, , 30, 16, 11, 2, 2
2015/3/14, , 62, 13, 16, 3, 4
2015/3/15, , 37, 13, 13, 2, 2
2015/3/16, , 19, 12, 13, 4, 3
2015/3/17, , 26, 7, 16, 2, 3
2015/3/18, , 25, , , , 
2015/3/20, , 265, 15, 14, 3, 2
2015/3/21, , 53, 13, 13, 2, 3
2015/3/26, , 49, , 11, , 1
2015/3/27, , 22, , 10, , 2
2015/3/28, , 25, , 14, , 2
2015/3/29, , 40, , 7, , 1
2015/3/30, , 21, , 14, , 2
2015/3/31, , 24, , 13, , 3
2014/10/23, , 3, 15, 9, 12, 3
2014/10/24, , 4, , , , 
2014/11/3, , 109, 2, 27, 10, 9
2014/11/4, , 126, , , , 
2014/11/10, , 67, 13, 11, 8, 5
2014/11/11, , 365, 12, 15, 8, 5
2014/11/12, , 73, 6, 23, 12, 9
2014/11/13, , 83, 10, 17, 18, 7
2014/11/14, , 67, 1, 33, 20, 10
2014/11/15, , 109, 9, 18, 10, 3
2014/11/16, , 79, 3, 19, 8, 4
2014/11/17, , 77, , , , 
2014/12/4, , 162, 7, 20, 21, 4
2014/12/5, , 108, 7, 21, 15, 4
2014/12/6, , 110, 4, 32, 26, 7
2014/12/7, , 109, 9, 15, 14, 1
2014/12/8, , 83, 9, 16, 17, 1
2014/12/9, , 79, 10, 19, 17, 3
2014/12/10, , 64, 1, 28, 12, 9
2014/12/11, , 85, , , , 
2014/12/17, , 98, 9, 20, 12, 2
2014/12/18, , 62, 4, 30, 29, 6
2014/12/19, , 89, 4, 29, 37, 10
2014/12/20, , 120, 4, 32, 30, 8
2014/12/21, , 91, 8, 23, 16, 5
2014/12/22, , 68, 9, 30, 22, 7
2014/12/23, , 84, 3, 37, 22, 12
2014/12/24, , 127, 10, 20, 17, 4
2014/12/25, , 59, 4, 28, 21, 7
2014/12/26, , 74, 7, 27, 18, 8
2014/12/27, , 96, 6, 30, 25, 7
2014/12/28, , 89, , , , 
2014/9/16, , 69, 14, 5, 5, 3
2014/9/17, , 53, , , , 
2024/10/26, , , 9, 18, 13, 1
2024/11/29, , , 13, 22, 17, 6
2024/11/30, , , 7, 20, 21, 5
2024/12/1, , , 26, 7, 7, 3
2024/12/2, , , 6, 21, 25, 4
2024/9/9, , , 26, , 1, 3
2024/9/12, , , 25, , 1, 2
2024/9/13, , , 27, , , 2
2024/9/14, , , 38, , 2, 5
2024/9/15, , , 21, , 3, 39
2024/9/16, , , 29, , 6, 68
2024/9/17, , , 29, , 2, 
2024/9/18, , , 14, , 5, 1
2024/9/19, , , 22, , 3, 
2024/9/20, , , 17, , 9, 2
2024/9/21, , , 25, , 5, 1
2024/9/22, , , 23, , 3, 
2024/9/23, , , 30, 16, 4, 2
2024/6/11, , , 61, 9, 1, 13
2024/6/23, , , 44, 13, 5, 1
2023/10/30, , , 37, 26, 5, 3
2023/7/15, , , 69, 3, 1, 3
2023/1/22, , , 34, 17, 36, 14
2021/10/4, , , 16, 4, 1, 
2021/10/9, , , 9, 5, 3, 
2021/11/20, , , 15, 5, 7, 
2021/5/22, , , 20, 5, 1, 
2020/4/1, , , 14, , 4, 
2020/4/2, , , 14, , 3, 
2020/4/3, , , 15, , 2, 
2020/4/4, , , 17, , 2, 
2020/4/5, , , 17, , 2, 
2020/4/6, , , 21, , 1, 
2019/12/31, , , 9, , 13, 
2020/3/28, , , 15, , 5, 
2020/3/29, , , 19, , 1, 
2020/3/30, , , 15, , 3, 
2020/3/31, , , 15, , 7, 
2019/11/23, , , 15, , 2, 
2019/9/23, , , 16, 4, 2, 
2019/4/17, , , 16, 3, 2, 
2018/12/31, , , 1, 12, 10, 3
2018/7/1, , , 3, 8, 3, 
2018/7/2, , , 2, 6, 2, 1
2018/7/3, , , 2, 8, 3, 1
2018/4/8, , , 2, 8, 7, 3
2018/4/9, , , 3, 8, 7, 1
2018/6/30, , , 3, 8, 3, 
2017/12/31, , , 1, 25, 20, 6
2018/1/23, , , 2, , 20, 5
2018/2/8, , , 2, 5, 5, 3
2018/2/9, , , 2, 6, 8, 
2018/2/10, , , 2, 10, 10, 3
2018/2/11, , , 1, 30, 26, 12
2018/2/12, , , 1, 16, 16, 2
2018/2/13, , , , 33, 31, 6
2018/2/16, , , 1, 17, 14, 9
2018/2/17, , , 2, 16, 14, 7
2018/2/18, , , 1, 23, 19, 8
2018/2/19, , , 1, 21, 20, 4
2018/3/26, , , 2, 8, 7, 
2017/10/2, , , 2, 14, 5, 18
2017/9/10, , , 2, 6, 1, 1
2017/4/9, , , 4, 6, 3, 
2017/4/10, , , 3, 12, 7, 
2017/6/3, , , 3, 7, 3, 
2016/10/9, , , 2, 8, , 
2016/11/12, , , 2, 9, 14, 
2016/7/14, , , 2, 7, 3, 2
2016/7/18, , , 3, 5, 9, 1
2016/8/28, , , 3, 4, 2, 2
2016/6/1, , , 4, 8, , 4
2016/6/15, , , 2, 10, , 
2016/1/5, , , 2, 18, 31, 6
2016/1/6, , , 1, 13, 26, 6
2015/10/5, , , 23, 10, 12, 
2015/10/14, , , 21, 10, 14, 
2015/11/3, , , 1, 10, 4, 4
2015/12/2, , , 1, 35, 28, 9
2015/12/19, , , 1, 37, 37, 12
2015/6/30, , , 2, 7, 3, 2
2015/7/6, , , 1, 7, 3, 1
2015/8/18, , , 1, 12, , 4
2015/8/31, , , 24, 7, , 
2015/9/9, , , 24, 8, 1, 
2015/9/23, , , 16, 4, 1, 3
2015/9/29, , , 11, 17, , 8
2015/5/17, , , 3, 4, , 2
2015/5/23, , , 37, 6, , 6
2015/5/25, , , 35, 7, , 4
2015/5/28, , , 30, 10, , 2
2015/5/29, , , 37, 6, , 
2015/5/30, , , 24, 6, , 
2015/5/31, , , 34, 3, 3, 1
2015/6/1, , , 29, 9, 3, 3
2015/6/2, , , 31, 8, , 1
2015/6/3, , , 26, 7, , 1
2015/6/4, , , 24, 4, , 1
2015/6/5, , , 28, 6, , 1
2015/6/6, , , 25, 9, , 2
2015/6/7, , , 26, 6, , 1
2015/6/8, , , 23, 7, , 2
2015/6/9, , , 17, 6, , 3
2015/6/10, , , 17, 6, , 2
2015/6/11, , , 24, 5, 2, 3
2015/6/12, , , 9, 13, 1, 2
2015/6/17, , , 21, 4, 3, 3
2015/6/18, , , 35, 9, 1, 2
2015/6/19, , , 17, 16, 1, 2
2015/6/22, , , 10, 14, 1, 3
2015/6/23, , , 34, 10, 2, 2
2014/12/31, , , 3, 35, 36, 11
2015/1/3, , , 9, 13, 15, 3
2015/2/1, , , 7, 16, 19, 3
2015/2/8, , , 2, 35, 29, 9
2015/2/14, , , 11, 19, 10, 5
2015/3/19, , , 9, 16, 3, 3
2015/3/22, , , 13, 10, 2, 1
2014/10/22, , , 10, 7, 2, 1
2014/11/2, , , 5, 24, 12, 4
2014/11/9, , , 7, 10, 1, 3
2014/12/3, , , 3, 34, 31, 5
2014/12/16, , , 3, 34, 24, 1
2022/8/9, , , , 3, 3, 2
2022/6/29, , , , 4, 2, 2
2022/3/12, , , , 5, 4, 
2017/8/27, , , , 4, , 
2017/9/2, , , , 6, , 
2017/6/12, , , , 7, 2, 
2015/4/15, , , , 9, , 4
2015/3/23, , , , 8, , 1
2015/3/24, , , , 7, , 
2015/3/25, , , , 12, , 1
2014/9/15, , , , 12, 3, 3
